date;time;h;x;y;gs;fv;fa;fw;fet;fit;bv;bc;bw;bwh;t1;t2;t3;soc;ke;jv;jc;jw;jwh
2026-01-17;15:09:28.929;23;32.859597;39.933655;79;43.66;12.58;549.32;45.58;53.23;47.78;14.55;694.92;119.02;31.7;32.0;29.4;78.30;2.59;48.04;14.65;703.54;1245.41
2026-01-17;15:09:29.932;22;32.859558;39.933696;78;43.46;12.63;549.02;44.87;52.28;47.79;14.84;709.03;119.61;31.3;31.6;29.5;78.06;2.64;48.11;14.83;713.48;1243.39
2026-01-17;15:09:30.935;23;32.859573;39.933724;79;43.26;12.53;541.83;45.70;53.02;47.63;14.63;696.74;118.27;31.6;31.8;29.8;77.98;2.61;48.07;14.72;707.68;1244.94
2026-01-17;15:09:31.951;22;32.859526;39.933720;79;42.81;12.63;540.71;45.17;52.08;47.80;14.92;713.25;118.70;31.8;31.3;29.4;77.78;2.60;48.27;14.42;696.05;1245.73
2026-01-17;15:09:32.951;24;32.859535;39.933689;78;43.09;12.77;550.26;45.14;52.55;47.80;15.15;724.07;117.08;31.4;31.5;29.8;78.02;2.55;48.30;13.94;673.50;1246.42
2026-01-17;15:09:33.958;22;32.859543;39.933725;76;42.70;13.01;555.35;45.56;51.80;47.73;15.01;716.19;114.84;30.9;31.8;29.8;77.84;2.58;48.47;14.35;695.27;1243.54
2026-01-17;15:09:34.967;21;32.859508;39.933689;76;42.65;12.76;544.35;45.68;51.98;47.80;14.88;711.42;114.67;31.1;31.4;29.7;77.74;2.57;48.46;14.51;703.13;1245.33
2026-01-17;15:09:35.983;19;32.859510;39.933728;74;42.57;12.62;537.27;45.28;51.06;47.98;14.88;714.15;115.97;30.9;31.0;29.8;77.89;2.60;48.42;14.41;697.70;1243.93
2026-01-17;15:09:36.993;17;32.859544;39.933699;73;42.21;12.86;542.79;45.08;51.02;47.84;15.00;717.72;114.17;30.9;31.2;29.5;77.83;2.56;48.42;14.18;686.63;1244.13
2026-01-17;15:09:38.006;15;32.859538;39.933673;73;42.54;12.66;538.64;45.56;50.77;47.92;14.89;713.53;112.94;31.3;31.1;30.0;77.75;2.53;48.22;13.89;669.91;1245.40
2026-01-17;15:09:39.006;15;32.859562;39.933722;75;42.93;12.72;546.11;45.12;50.65;48.14;14.61;703.23;112.57;31.6;31.5;29.8;77.97;2.54;48.31;14.26;688.76;1243.23
2026-01-17;15:09:40.015;16;32.859605;39.933719;76;43.32;12.66;548.31;45.11;51.05;47.95;14.20;681.03;110.84;32.1;31.6;29.4;78.18;2.49;48.34;14.04;678.80;1243.98
2026-01-17;15:09:41.022;16;32.859618;39.933723;75;43.15;12.60;543.64;44.59;51.03;47.75;14.37;685.89;112.11;31.6;31.5;29.4;78.10;2.44;48.57;13.93;676.65;1248.24
2026-01-17;15:09:42.028;16;32.859661;39.933768;76;43.27;12.62;546.00;44.32;50.60;47.92;13.87;664.48;112.76;31.3;31.0;29.8;78.00;2.41;48.34;14.14;683.64;1247.25
2026-01-17;15:09:43.034;16;32.859685;39.933782;75;43.42;12.84;557.33;45.21;49.80;48.12;14.27;686.78;114.22;31.2;31.3;29.8;78.15;2.39;48.43;14.01;678.66;1244.63
2026-01-17;15:09:44.046;15;32.859713;39.933754;76;43.37;12.83;556.24;45.17;48.96;48.09;14.65;704.28;116.20;31.2;31.0;29.3;78.07;2.37;48.29;13.68;660.50;1242.48
2026-01-17;15:09:45.062;15;32.859666;39.933743;76;43.44;12.97;563.46;44.56;48.54;48.27;14.83;715.98;115.18;30.8;30.7;29.8;77.94;2.35;48.35;13.93;673.66;1238.03
2026-01-17;15:09:46.078;13;32.859634;39.933742;74;43.65;13.00;567.57;43.85;48.94;48.18;15.11;727.95;115.34;31.1;31.0;29.3;77.75;2.35;48.35;14.15;684.08;1236.20
2026-01-17;15:09:47.089;12;32.859600;39.933784;72;43.74;13.13;574.09;43.17;48.65;48.40;15.13;732.13;116.04;31.0;31.2;29.3;77.55;2.39;48.60;14.12;686.38;1231.69
2026-01-17;15:09:48.104;12;32.859558;39.933833;72;43.69;12.89;563.30;43.58;48.81;48.32;14.95;722.32;114.13;30.7;31.2;29.0;77.52;2.41;48.52;14.52;704.70;1234.56
2026-01-17;15:09:49.115;11;32.859556;39.933871;72;43.77;12.94;566.20;44.54;48.31;48.54;15.20;737.80;114.81;30.4;30.9;29.1;77.37;2.42;48.58;14.53;705.94;1232.59
2026-01-17;15:09:50.128;11;32.859558;39.933824;74;43.39;12.99;563.82;45.41;47.76;48.48;15.56;754.41;115.21;30.7;30.9;28.9;77.52;2.43;48.41;14.92;722.32;1228.87
2026-01-17;15:09:51.136;12;32.859539;39.933836;72;43.46;13.20;573.79;45.34;48.37;48.40;15.73;761.44;112.85;30.4;30.8;29.0;77.64;2.41;48.42;15.15;733.66;1229.72
2026-01-17;15:09:52.145;10;32.859587;39.933807;73;43.01;13.13;564.70;45.17;48.45;48.54;15.51;752.76;114.00;30.1;30.4;29.4;77.41;2.39;48.40;15.00;725.90;1232.47
2026-01-17;15:09:53.158;11;32.859626;39.933780;72;42.99;13.07;561.70;44.26;48.40;48.68;15.90;773.98;115.52;30.2;30.2;29.8;77.29;2.43;48.63;14.63;711.41;1228.31
2026-01-17;15:09:54.170;9;32.859639;39.933808;70;43.23;12.87;556.51;43.44;47.67;48.77;15.55;758.33;115.25;30.0;30.3;30.0;77.26;2.39;48.70;14.51;706.90;1227.90
2026-01-17;15:09:55.182;11;32.859603;39.933785;69;42.93;12.77;548.42;44.13;47.11;48.77;15.63;762.29;114.40;30.0;30.7;29.7;77.42;2.37;48.93;14.39;704.17;1228.22
2026-01-17;15:09:56.190;12;32.859633;39.933744;71;42.71;12.70;542.57;44.71;47.14;49.00;15.45;757.25;112.18;29.7;30.8;29.6;77.41;2.36;49.12;14.48;711.44;1232.65
2026-01-17;15:09:57.200;10;32.859648;39.933734;73;42.61;12.76;543.65;45.62;47.83;49.23;15.37;756.68;113.53;30.0;30.6;29.8;77.52;2.41;49.32;14.15;697.90;1231.10
2026-01-17;15:09:58.207;10;32.859638;39.933705;74;42.76;12.94;553.36;45.11;47.77;49.29;15.40;759.22;113.61;29.7;30.2;30.0;77.39;2.42;49.35;14.07;694.61;1230.83
2026-01-17;15:09:59.217;12;32.859665;39.933728;74;42.64;12.86;548.44;44.38;48.13;49.14;15.47;760.02;112.08;29.6;30.5;29.9;77.28;2.41;49.25;14.01;690.18;1230.29
2026-01-17;15:10:00.229;14;32.859710;39.933684;73;42.58;12.62;537.52;44.89;48.23;49.28;15.04;741.45;110.53;29.5;30.3;29.9;77.35;2.36;49.15;14.12;694.14;1231.29
2026-01-17;15:10:01.232;13;32.859702;39.933635;74;42.66;12.84;547.80;44.08;47.85;49.39;15.41;760.97;108.98;29.3;29.9;29.5;77.21;2.37;49.11;14.52;713.23;1228.32
2026-01-17;15:10:02.237;12;32.859740;39.933612;72;42.21;12.81;540.62;44.60;48.41;49.63;15.13;750.74;110.83;29.0;29.6;29.6;77.05;2.34;48.93;14.84;726.15;1225.60
2026-01-17;15:10:03.247;12;32.859697;39.933584;70;42.15;12.62;532.02;45.37;48.05;49.63;15.48;768.58;110.17;29.4;29.3;29.9;76.82;2.30;48.73;14.49;706.28;1222.65
2026-01-17;15:10:04.258;13;32.859741;39.933556;70;41.72;12.85;536.28;44.89;48.13;49.66;15.23;756.22;112.45;29.7;29.6;30.0;76.70;2.34;48.73;14.42;702.85;1219.31
2026-01-17;15:10:05.273;11;32.859696;39.933525;72;42.08;12.92;543.81;44.60;49.12;49.48;15.71;777.15;114.80;29.3;29.1;29.8;76.58;2.30;48.92;14.01;685.51;1223.38
2026-01-17;15:10:06.288;10;32.859675;39.933488;72;42.57;13.05;555.43;44.81;49.77;49.27;15.67;772.16;115.37;29.5;29.0;29.5;76.36;2.28;49.04;13.64;668.65;1222.91
2026-01-17;15:10:07.300;11;32.859704;39.933536;73;42.95;13.12;563.71;44.71;49.79;49.21;16.04;789.49;114.14;29.9;28.5;29.5;76.26;2.26;48.82;13.91;678.98;1226.66
2026-01-17;15:10:08.308;13;32.859749;39.933534;74;42.89;13.19;565.85;43.81;49.87;49.00;15.82;775.25;111.83;29.5;28.1;29.6;76.23;2.27;49.00;14.40;705.39;1221.71
2026-01-17;15:10:09.316;14;32.859773;39.933496;74;43.07;13.01;560.15;43.61;50.69;48.83;16.18;790.08;109.82;29.1;27.9;29.4;76.38;2.22;48.97;14.08;689.50;1225.44
2026-01-17;15:10:10.324;13;32.859728;39.933490;73;43.26;13.25;573.16;43.20;50.62;48.73;16.27;792.77;111.71;28.7;28.1;29.4;76.53;2.26;48.99;13.70;670.96;1222.31
2026-01-17;15:10:11.339;14;32.859747;39.933519;75;43.25;13.36;577.83;42.60;51.31;48.77;16.20;790.22;109.90;28.3;28.2;29.4;76.51;2.27;49.15;14.10;692.96;1217.70
2026-01-17;15:10:12.351;17;32.859784;39.933537;76;43.56;13.27;578.26;42.78;51.89;48.61;16.68;810.67;107.57;28.6;27.8;29.3;76.66;2.26;49.22;14.55;715.91;1216.58
2026-01-17;15:10:13.367;16;32.859797;39.933543;77;43.48;13.32;579.27;42.83;52.73;48.74;16.32;795.35;107.45;28.2;28.0;29.3;76.55;2.22;49.34;14.27;704.01;1216.23
2026-01-17;15:10:14.377;18;32.859808;39.933561;75;43.22;13.12;567.20;43.18;52.32;48.63;16.23;789.41;108.23;27.8;27.8;29.6;76.78;2.17;49.18;13.97;686.79;1212.32
2026-01-17;15:10:15.380;18;32.859789;39.933588;77;43.00;13.13;564.37;42.71;52.64;48.61;16.07;781.05;107.00;27.8;27.7;29.5;76.89;2.12;49.23;13.82;680.16;1209.12
2026-01-17;15:10:16.380;20;32.859741;39.933579;76;43.29;13.32;576.70;43.42;52.39;48.80;15.60;761.28;104.86;27.6;27.7;29.3;76.94;2.14;49.30;13.81;680.74;1210.81
2026-01-17;15:10:17.386;21;32.859700;39.933538;75;43.45;13.49;586.23;42.92;51.61;48.98;15.39;753.68;102.72;27.9;27.5;29.0;76.84;2.15;49.25;13.37;658.25;1208.51
2026-01-17;15:10:18.399;24;32.859660;39.933569;74;43.71;13.47;588.63;43.46;51.75;48.75;14.96;729.15;102.12;27.4;27.4;28.7;77.07;2.12;49.20;13.39;658.99;1208.62
2026-01-17;15:10:19.410;22;32.859686;39.933550;75;44.08;13.60;599.59;42.47;50.89;48.89;14.94;730.40;102.44;27.4;27.7;28.5;77.28;2.09;49.37;13.09;646.23;1211.76
2026-01-17;15:10:20.421;22;32.859698;39.933531;77;44.19;13.47;595.27;41.60;51.35;48.73;15.42;751.66;103.77;27.8;27.5;28.7;77.21;2.06;49.20;13.08;643.56;1210.49
2026-01-17;15:10:21.434;24;32.859656;39.933560;77;44.25;13.24;585.94;41.61;50.49;48.97;15.73;770.11;104.37;28.2;27.1;28.6;76.96;2.01;49.32;13.12;647.14;1207.73
2026-01-17;15:10:22.446;23;32.859607;39.933512;78;44.51;13.30;592.17;42.25;50.99;48.83;15.59;761.47;105.05;27.8;27.2;28.5;76.97;1.97;49.34;12.78;630.52;1211.20
2026-01-17;15:10:23.460;25;32.859603;39.933463;77;44.68;13.10;585.12;43.18;51.91;48.84;15.30;747.37;107.49;27.9;27.3;28.5;76.77;1.99;49.14;13.13;645.20;1215.07
2026-01-17;15:10:24.458;25;32.859637;39.933508;79;44.97;13.21;593.99;44.15;52.05;48.62;14.96;727.35;106.50;27.9;27.2;28.2;76.58;1.94;49.08;13.58;666.44;1220.03
2026-01-17;15:10:25.472;24;32.859672;39.933553;80;44.52;13.05;580.85;43.52;52.86;48.79;14.83;723.45;104.71;28.4;26.9;28.3;76.52;1.97;49.28;13.43;662.05;1215.67
2026-01-17;15:10:26.487;26;32.859663;39.933545;82;44.82;13.10;587.08;43.46;53.45;48.99;14.99;734.13;106.35;28.9;26.8;28.2;76.50;1.99;49.06;13.11;643.24;1220.48
2026-01-17;15:10:27.501;28;32.859654;39.933541;82;45.25;13.05;590.67;43.33;54.33;49.12;15.46;759.34;107.39;29.4;26.6;28.5;76.32;1.99;48.87;12.63;617.27;1218.98
2026-01-17;15:10:28.508;28;32.859686;39.933496;83;44.89;12.84;576.16;43.80;53.41;49.30;15.29;753.77;105.85;29.8;26.5;28.8;76.45;2.02;48.65;13.07;635.69;1215.32
2026-01-17;15:10:29.509;27;32.859642;39.933477;81;45.25;12.72;575.49;43.75;54.28;49.20;15.18;746.66;105.33;29.7;26.6;28.4;76.33;2.04;48.56;13.11;636.73;1217.74
2026-01-17;15:10:30.522;29;32.859633;39.933506;81;44.93;12.79;574.52;43.48;54.65;49.09;15.29;750.57;107.14;29.9;26.4;28.6;76.45;2.07;48.67;12.80;623.19;1214.95
2026-01-17;15:10:31.534;28;32.859628;39.933501;81;44.68;13.01;581.23;42.71;54.39;49.19;14.97;736.64;106.52;30.2;26.0;28.1;76.45;2.06;48.70;12.51;609.06;1214.30
2026-01-17;15:10:32.541;28;32.859594;39.933510;83;44.86;13.02;584.22;42.63;54.65;49.43;14.95;738.91;104.67;29.9;26.5;27.9;76.49;2.09;48.79;12.18;594.12;1217.69
2026-01-17;15:10:33.556;29;32.859552;39.933535;85;45.01;13.08;588.49;43.47;55.33;49.65;14.46;717.71;105.07;30.2;26.3;28.3;76.33;2.11;48.71;12.52;609.69;1221.49
2026-01-17;15:10:34.566;29;32.859527;39.933560;87;44.58;13.01;579.82;43.99;54.46;49.65;14.22;705.93;106.53;30.2;26.2;28.2;76.54;2.10;48.95;12.03;588.70;1220.18
2026-01-17;15:10:35.567;27;32.859532;39.933543;86;44.79;13.00;582.39;44.50;53.71;49.77;14.65;728.95;106.20;30.6;25.8;28.6;76.38;2.06;48.80;11.64;567.99;1221.35
2026-01-17;15:10:36.582;28;32.859537;39.933499;85;44.94;12.85;577.77;43.50;53.43;49.80;14.64;729.15;105.78;30.9;25.9;28.3;76.18;2.08;49.05;12.07;592.03;1222.27
2026-01-17;15:10:37.582;30;32.859542;39.933492;87;45.23;12.67;573.17;44.27;52.57;49.83;14.71;733.08;105.66;31.1;25.9;28.4;76.26;2.10;48.94;11.69;572.17;1220.51
2026-01-17;15:10:38.594;30;32.859532;39.933443;88;45.29;12.49;565.49;43.59;53.48;49.85;14.52;724.06;104.80;30.8;25.6;28.4;76.43;2.11;48.88;11.43;558.86;1217.25
2026-01-17;15:10:39.600;28;32.859516;39.933490;86;45.19;12.49;564.52;43.79;52.49;49.80;14.55;724.85;102.43;30.8;25.3;28.4;76.63;2.06;48.95;11.09;542.73;1219.33
2026-01-17;15:10:40.611;30;32.859547;39.933456;85;44.79;12.63;565.82;43.12;52.74;49.97;14.97;748.19;104.78;31.2;25.5;28.4;76.41;2.07;48.73;11.30;550.74;1215.95
2026-01-17;15:10:41.618;30;32.859506;39.933420;83;45.25;12.52;566.61;43.26;53.22;49.72;14.85;738.26;105.43;31.3;25.8;28.6;76.49;2.11;48.94;11.49;562.12;1219.91
2026-01-17;15:10:42.634;31;32.859467;39.933374;83;45.00;12.43;559.42;43.91;52.69;49.53;14.70;728.01;107.25;31.7;26.1;28.2;76.30;2.07;48.88;11.87;580.37;1218.34
2026-01-17;15:10:43.647;29;32.859496;39.933386;83;44.92;12.19;547.44;43.81;51.74;49.46;14.69;726.67;107.35;31.5;25.9;27.8;76.51;2.09;48.69;12.25;596.72;1219.02
2026-01-17;15:10:44.658;29;32.859462;39.933386;82;44.93;12.13;545.01;43.82;51.58;49.54;14.56;721.53;109.58;31.2;25.5;28.1;76.61;2.13;48.54;11.77;571.31;1222.02
2026-01-17;15:10:45.669;28;32.859426;39.933356;83;44.46;12.27;545.39;43.88;51.93;49.35;14.87;733.82;107.62;31.3;25.0;27.9;76.52;2.12;48.51;11.45;555.42;1220.85
2026-01-17;15:10:46.682;27;32.859380;39.933400;81;44.46;12.40;551.45;43.01;52.58;49.48;15.26;755.33;107.51;31.1;24.8;28.0;76.39;2.15;48.71;11.02;536.96;1215.93
2026-01-17;15:10:47.685;25;32.859379;39.933393;79;44.40;12.32;547.15;42.81;52.27;49.63;15.68;778.37;105.17;31.3;24.7;27.8;76.46;2.11;48.50;11.39;552.38;1219.04
2026-01-17;15:10:48.689;25;32.859381;39.933368;81;44.17;12.36;545.72;43.12;52.12;49.68;16.01;795.45;104.00;31.0;24.5;27.5;76.36;2.10;48.32;11.29;545.59;1219.50
2026-01-17;15:10:49.698;25;32.859391;39.933326;83;43.85;12.33;540.81;43.60;51.25;49.60;16.06;796.41;104.04;30.8;24.2;28.0;76.32;2.11;48.21;10.81;521.09;1221.14
2026-01-17;15:10:50.709;27;32.859345;39.933308;85;43.62;12.48;544.65;43.59;51.30;49.78;15.57;775.23;104.10;30.4;24.0;28.1;76.26;2.15;48.36;11.29;546.14;1222.13
2026-01-17;15:10:51.719;25;32.859318;39.933299;87;43.22;12.65;546.97;42.95;51.93;49.73;15.59;775.16;101.71;30.3;24.2;28.6;76.49;2.12;48.38;11.26;544.87;1224.05
2026-01-17;15:10:52.727;22;32.859343;39.933344;85;42.74;12.59;537.99;43.07;51.73;49.68;15.71;780.44;101.11;30.2;24.4;28.2;76.38;2.08;48.45;11.29;547.20;1220.52
2026-01-17;15:10:53.735;21;32.859385;39.933340;85;42.25;12.36;522.34;43.62;50.84;49.76;15.96;794.23;103.03;30.4;24.5;28.3;76.49;2.10;48.40;11.78;570.11;1222.04
2026-01-17;15:10:54.747;20;32.859359;39.933327;84;42.10;12.18;512.61;42.66;50.62;49.92;15.61;779.07;103.13;30.8;24.1;28.2;76.66;2.12;48.36;12.03;581.55;1220.88
2026-01-17;15:10:55.749;20;32.859406;39.933348;82;42.07;12.28;516.63;42.54;49.74;49.79;15.93;793.38;100.99;30.9;24.0;28.4;76.84;2.15;48.36;11.91;576.17;1223.40
2026-01-17;15:10:56.756;21;32.859407;39.933320;82;42.25;12.05;509.14;42.64;49.22;50.00;15.88;794.13;100.04;30.7;24.3;28.6;76.62;2.10;48.36;11.89;575.05;1226.39
2026-01-17;15:10:57.768;21;32.859370;39.933311;83;42.45;12.26;520.27;42.90;49.00;50.20;15.44;775.23;99.06;30.3;23.9;28.3;76.45;2.08;48.31;11.46;553.60;1227.89
2026-01-17;15:10:58.776;20;32.859331;39.933361;85;42.64;12.40;528.69;42.79;48.82;50.28;15.92;800.33;98.02;29.8;23.6;28.1;76.44;2.08;48.49;11.88;576.09;1232.56
2026-01-17;15:10:59.787;18;32.859319;39.933333;87;43.02;12.53;539.13;43.64;48.04;50.16;16.21;813.14;99.41;29.3;23.7;28.1;76.64;2.11;48.42;11.54;558.93;1231.94
2026-01-17;15:11:00.789;19;32.859292;39.933356;87;42.76;12.65;540.86;44.04;47.47;50.10;16.41;822.02;98.29;29.1;23.3;28.0;76.41;2.11;48.26;11.90;574.25;1234.09
2026-01-17;15:11:01.799;20;32.859272;39.933347;85;42.50;12.42;527.95;43.21;47.56;50.16;16.40;822.38;97.75;29.4;22.9;28.4;76.41;2.08;48.07;11.50;552.62;1233.06
2026-01-17;15:11:02.809;22;32.859265;39.933379;83;42.27;12.38;523.47;44.09;46.91;50.24;15.95;801.52;96.10;29.6;22.5;28.8;76.31;2.05;48.19;11.42;550.45;1235.82
2026-01-17;15:11:03.816;20;32.859276;39.933334;84;42.45;12.42;527.16;43.10;47.20;50.49;16.13;814.63;95.48;29.9;22.8;29.2;76.35;2.06;48.24;11.20;540.34;1237.67
2026-01-17;15:11:04.830;18;32.859284;39.933307;85;42.92;12.34;529.78;43.74;47.52;50.65;15.98;809.51;94.45;30.1;22.6;28.7;76.29;2.04;48.32;11.55;557.90;1238.95
2026-01-17;15:11:05.832;17;32.859329;39.933345;87;43.12;12.17;524.58;44.16;46.70;50.86;15.96;811.91;92.48;30.0;22.5;29.0;76.34;2.06;48.12;11.97;576.08;1240.62
2026-01-17;15:11:06.839;19;32.859361;39.933303;89;43.20;12.19;526.38;44.40;47.64;50.70;15.55;788.41;91.97;29.6;22.6;29.0;76.10;2.05;48.11;12.18;585.95;1235.82
2026-01-17;15:11:07.846;19;32.859334;39.933353;90;43.60;12.36;538.88;43.62;48.59;50.84;16.05;815.91;92.99;29.8;22.8;29.2;76.21;2.02;47.93;12.61;604.36;1239.48
2026-01-17;15:11:08.858;20;32.859322;39.933377;90;43.16;12.29;530.62;43.14;48.13;50.97;16.34;832.75;91.99;29.3;23.0;28.9;76.25;2.02;48.10;12.34;593.74;1238.92
2026-01-17;15:11:09.871;18;32.859366;39.933384;90;43.42;12.13;526.83;43.05;49.12;50.80;16.19;822.45;94.06;29.4;22.5;29.0;76.02;2.05;47.97;11.87;569.31;1243.58
2026-01-17;15:11:10.885;20;32.859320;39.933397;92;43.91;11.98;525.85;42.19;48.37;50.91;16.26;827.65;91.79;29.1;22.9;28.7;75.88;2.04;48.13;11.63;559.72;1244.83
2026-01-17;15:11:11.899;19;32.859337;39.933349;91;44.26;11.75;519.89;42.91;48.71;50.78;16.05;815.29;92.51;29.0;22.5;28.6;75.73;2.03;48.29;11.60;560.34;1249.78
2026-01-17;15:11:12.914;18;32.859327;39.933392;89;43.98;11.73;515.80;42.60;48.31;51.01;16.08;820.37;92.84;28.6;22.4;28.2;75.86;2.08;48.45;11.30;547.49;1252.78
2026-01-17;15:11:13.920;17;32.859331;39.933352;87;44.11;11.78;519.53;42.71;47.56;50.93;15.76;802.53;92.32;29.0;22.1;27.9;76.02;2.13;48.56;10.85;526.99;1250.78
2026-01-17;15:11:14.928;17;32.859362;39.933373;88;44.52;11.94;531.80;42.67;48.13;50.93;16.00;815.06;91.41;28.5;21.9;28.4;75.95;2.17;48.55;10.64;516.58;1248.08
2026-01-17;15:11:15.938;17;32.859394;39.933422;90;44.93;11.75;527.78;43.54;47.36;51.18;15.92;815.01;92.30;28.5;22.0;28.0;76.09;2.16;48.75;10.84;528.42;1245.60
2026-01-17;15:11:16.949;15;32.859391;39.933377;90;44.75;11.62;519.78;42.96;47.05;51.37;15.81;812.30;90.08;28.9;21.6;28.5;76.23;2.16;48.72;10.86;528.84;1246.97
