date;time;h;x;y;gs;fv;fa;fw;fet;fit;bv;bc;bw;bwh;t1;t2;t3;soc;ke;jv;jc;jw;jwh
2026-01-18;10:14:04.405;18;32.859746;39.933450;80;41.99;12.30;516.64;45.45;57.78;47.06;15.55;731.79;127.60;31.5;33.3;30.4;77.16;2.39;49.31;13.09;645.48;1236.93
2026-01-18;10:14:04.672;20;32.859738;39.933481;79;42.44;12.48;529.48;44.78;57.71;46.90;15.24;714.86;128.83;32.0;33.7;29.9;76.95;2.38;49.09;13.30;652.95;1233.78
2026-01-18;10:14:04.925;19;32.859704;39.933448;77;42.08;12.50;526.27;45.29;57.83;47.04;15.64;735.92;130.38;32.2;33.3;30.0;77.14;2.37;49.24;12.99;639.66;1229.34
2026-01-18;10:14:05.189;17;32.859739;39.933436;79;41.61;12.54;521.97;45.19;58.34;47.19;16.12;760.51;130.17;32.0;33.5;30.0;77.30;2.40;49.24;12.71;625.97;1232.54
2026-01-18;10:14:05.455;17;32.859729;39.933389;78;41.28;12.48;514.96;46.13;58.10;46.95;15.83;743.03;132.22;31.7;33.2;29.7;77.54;2.36;49.45;12.82;633.89;1237.28
2026-01-18;10:14:05.705;16;32.859680;39.933427;78;41.39;12.70;525.48;46.58;57.52;47.07;16.05;755.48;131.43;32.2;33.4;30.2;77.74;2.35;49.46;12.43;614.78;1237.24
2026-01-18;10:14:05.970;17;32.859657;39.933454;77;41.26;12.55;517.68;46.46;57.66;47.06;16.11;758.21;129.57;31.9;33.4;30.0;77.74;2.38;49.62;12.43;616.84;1234.44
2026-01-18;10:14:06.236;16;32.859628;39.933472;78;41.49;12.41;515.10;45.51;57.65;47.19;16.29;768.82;128.92;32.3;32.9;30.1;77.65;2.43;49.41;12.69;627.15;1231.97
2026-01-18;10:14:06.487;16;32.859579;39.933428;77;41.44;12.21;505.90;46.38;56.93;47.00;16.19;760.89;129.53;32.6;32.8;30.6;77.87;2.43;49.37;12.98;640.58;1229.97
2026-01-18;10:14:06.737;17;32.859615;39.933403;76;41.04;12.44;510.49;47.27;57.08;47.12;15.89;748.59;128.54;32.7;33.2;30.6;77.93;2.41;49.26;12.73;627.19;1227.81
2026-01-18;10:14:07.002;19;32.859621;39.933366;78;41.21;12.63;520.53;46.66;57.97;47.12;16.18;762.16;126.66;32.4;33.4;30.3;77.99;2.37;49.26;12.90;635.31;1230.19
2026-01-18;10:14:07.252;19;32.859624;39.933364;78;41.54;12.75;529.86;47.02;58.51;47.22;16.10;760.26;127.51;32.5;33.8;30.3;78.20;2.38;49.38;12.81;632.47;1230.49
2026-01-18;10:14:07.504;17;32.859652;39.933366;78;41.69;12.96;540.32;47.10;59.25;47.39;15.66;742.33;127.95;32.1;33.3;30.1;78.15;2.41;49.52;12.83;635.17;1228.12
2026-01-18;10:14:07.754;14;32.859624;39.933322;78;41.46;13.18;546.23;46.12;59.82;47.29;15.60;737.79;128.73;31.7;33.8;29.6;78.27;2.42;49.30;12.34;608.60;1231.94
2026-01-18;10:14:08.005;14;32.859627;39.933342;77;41.79;13.02;544.21;46.65;59.11;47.29;15.56;735.75;128.05;31.9;33.9;29.2;78.37;2.44;49.19;12.03;591.64;1234.90
2026-01-18;10:14:08.258;16;32.859656;39.933351;77;41.59;13.25;551.01;47.54;58.47;47.21;15.37;725.59;127.52;31.7;34.1;29.7;78.54;2.41;49.34;12.46;614.66;1232.10
2026-01-18;10:14:08.512;17;32.859672;39.933399;77;41.98;13.05;547.61;46.55;59.25;46.96;15.69;736.80;128.67;31.5;34.1;29.5;78.53;2.41;49.33;12.57;619.94;1233.26
2026-01-18;10:14:08.776;15;32.859714;39.933394;77;42.40;12.87;545.60;45.74;58.75;46.90;16.11;755.64;127.91;31.1;34.2;29.4;78.44;2.42;49.26;13.04;642.34;1233.97
2026-01-18;10:14:09.027;16;32.859760;39.933388;79;41.94;12.97;544.18;46.73;58.02;46.80;15.80;739.40;127.31;30.7;33.8;29.7;78.40;2.40;49.37;12.97;640.44;1235.55
2026-01-18;10:14:09.289;16;32.859732;39.933435;80;42.28;12.73;538.09;45.99;58.36;47.02;16.23;762.96;129.21;30.5;34.2;29.9;78.47;2.44;49.39;12.95;639.39;1232.25
2026-01-18;10:14:09.539;17;32.859732;39.933389;78;42.21;12.70;535.85;45.08;58.10;46.86;15.77;739.06;128.83;30.1;34.4;29.4;78.30;2.43;49.35;12.84;633.57;1233.91
2026-01-18;10:14:09.790;17;32.859756;39.933346;79;41.97;12.53;526.11;45.17;58.16;46.83;16.22;759.62;126.88;29.7;34.0;29.2;78.46;2.45;49.40;12.66;625.53;1231.34
2026-01-18;10:14:10.039;19;32.859731;39.933357;79;41.64;12.53;521.55;44.54;57.92;46.68;16.51;770.85;128.68;29.9;34.1;28.7;78.38;2.46;49.36;13.10;646.48;1229.54
2026-01-18;10:14:10.305;18;32.859742;39.933365;78;41.76;12.54;523.75;45.12;57.66;46.58;16.33;760.85;130.93;29.6;33.7;28.3;78.18;2.41;49.12;12.66;621.68;1232.85
2026-01-18;10:14:10.567;20;32.859711;39.933326;76;41.58;12.43;516.82;45.71;56.84;46.38;16.09;746.22;130.56;29.9;34.2;28.4;78.07;2.40;49.27;12.65;623.02;1229.87
2026-01-18;10:14:10.834;19;32.859682;39.933316;75;41.46;12.66;524.70;45.06;57.67;46.44;15.66;727.41;130.09;29.6;33.7;28.4;78.08;2.40;49.47;12.31;609.05;1228.84
2026-01-18;10:14:11.083;17;32.859690;39.933301;74;41.32;12.44;513.79;44.26;57.30;46.52;16.01;744.77;127.80;29.5;34.1;28.6;78.31;2.38;49.51;12.24;606.19;1233.08
2026-01-18;10:14:11.335;18;32.859668;39.933279;76;41.78;12.30;513.78;44.20;58.20;46.74;15.91;743.50;127.33;29.4;33.7;28.9;78.51;2.36;49.36;12.71;627.29;1228.63
2026-01-18;10:14:11.585;20;32.859630;39.933248;78;41.90;12.48;522.83;44.29;58.60;46.87;16.33;765.56;129.53;29.6;33.3;29.2;78.36;2.38;49.26;12.65;623.15;1230.90
2026-01-18;10:14:11.849;21;32.859595;39.933249;80;42.18;12.23;515.82;44.49;58.49;46.91;16.54;775.64;130.99;29.3;33.8;28.8;78.11;2.35;49.11;12.44;610.78;1229.93
2026-01-18;10:14:12.099;21;32.859628;39.933294;82;42.32;12.44;526.56;43.80;57.72;46.93;16.44;771.57;132.18;29.6;34.2;28.5;78.22;2.39;48.92;12.58;615.34;1230.89
2026-01-18;10:14:12.351;19;32.859602;39.933255;84;42.74;12.29;525.20;44.35;58.05;47.09;16.63;782.99;134.46;29.9;34.0;28.2;78.41;2.42;48.72;12.71;619.41;1235.41
2026-01-18;10:14:12.615;20;32.859614;39.933298;82;42.45;12.48;529.92;44.60;57.30;47.08;16.92;796.37;133.78;30.2;34.0;28.4;78.22;2.42;48.69;12.69;617.66;1231.80
2026-01-18;10:14:12.880;20;32.859584;39.933282;80;42.60;12.69;540.76;45.43;57.13;46.95;16.92;794.32;134.35;30.5;34.0;28.7;78.46;2.41;48.66;12.63;614.64;1226.92
2026-01-18;10:14:13.148;22;32.859558;39.933245;82;42.19;12.79;539.64;45.17;57.48;46.99;16.63;781.59;133.01;30.4;34.4;28.3;78.55;2.38;48.67;12.95;630.08;1227.16
2026-01-18;10:14:13.406;21;32.859605;39.933220;83;42.06;12.98;546.08;45.30;57.82;46.92;17.12;803.17;133.56;30.2;34.4;28.1;78.43;2.40;48.58;12.95;628.95;1226.46
2026-01-18;10:14:13.656;23;32.859653;39.933220;82;42.07;12.78;537.56;46.29;58.39;46.86;17.53;821.33;132.51;30.5;34.2;27.8;78.62;2.35;48.48;12.82;621.67;1224.73
2026-01-18;10:14:13.921;23;32.859612;39.933217;83;41.77;12.57;524.81;47.08;59.23;46.80;17.44;816.37;133.67;30.1;33.7;27.7;78.62;2.34;48.36;12.43;601.06;1227.22
2026-01-18;10:14:14.171;21;32.859594;39.933259;83;41.49;12.74;528.36;46.83;59.03;47.02;17.40;818.20;135.31;30.6;33.3;27.7;78.74;2.30;48.11;12.89;620.22;1226.44
2026-01-18;10:14:14.424;23;32.859549;39.933300;82;41.88;12.97;543.09;47.69;58.80;47.02;17.54;824.79;135.76;30.6;32.9;27.4;78.72;2.28;47.99;13.19;633.20;1224.08
2026-01-18;11:08:29.114;24;32.859728;39.933430;83;42.47;12.24;519.58;44.95;51.59;48.42;15.42;746.77;124.50;32.3;34.4;31.1;78.00;2.36;48.05;13.90;668.09;1247.01
2026-01-18;11:08:29.327;24;32.859741;39.933407;82;42.64;12.22;521.14;45.33;51.13;48.23;15.91;767.31;122.74;32.7;34.8;31.5;78.20;2.32;48.30;14.02;676.94;1245.68
2026-01-18;11:08:29.593;23;32.859731;39.933376;82;42.32;12.08;511.19;46.30;51.72;48.40;15.56;753.16;121.82;32.5;34.7;31.1;78.16;2.35;48.13;13.88;667.83;1246.36
2026-01-18;11:08:29.857;23;32.859771;39.933335;83;42.60;12.01;511.45;46.57;51.75;48.44;15.20;736.39;123.62;32.1;34.7;31.3;78.21;2.32;48.07;14.05;675.25;1250.64
2026-01-18;11:08:30.120;26;32.859769;39.933362;82;42.31;11.76;497.53;47.36;51.77;48.59;15.46;751.01;122.21;32.3;34.4;31.5;78.37;2.34;48.27;13.60;656.58;1252.16
2026-01-18;11:08:30.372;24;32.859794;39.933327;80;42.39;11.88;503.42;47.40;52.52;48.56;14.99;728.01;124.53;32.4;34.9;31.2;78.39;2.30;48.36;13.51;653.57;1247.58
2026-01-18;11:08:30.628;23;32.859764;39.933288;80;42.70;11.68;498.84;47.07;52.63;48.51;15.48;751.16;125.21;32.5;34.7;30.8;78.20;2.26;48.13;13.68;658.40;1248.00
2026-01-18;11:08:30.878;21;32.859715;39.933289;78;43.13;11.91;513.72;46.36;52.22;48.60;15.29;743.28;126.24;32.4;35.0;31.3;78.21;2.31;48.00;13.51;648.48;1244.86
2026-01-18;11:08:31.131;19;32.859684;39.933260;77;42.90;11.77;504.98;46.28;52.07;48.53;15.37;745.97;127.08;32.7;35.0;31.3;78.30;2.29;48.00;13.31;638.89;1246.37
2026-01-18;11:08:31.400;17;32.859642;39.933229;76;42.96;11.71;503.09;46.70;53.03;48.49;15.70;761.25;124.69;32.3;34.7;31.3;78.45;2.25;48.16;13.72;660.80;1247.78
2026-01-18;11:08:31.661;19;32.859668;39.933271;75;43.30;11.81;511.20;47.17;52.46;48.33;15.95;771.07;122.97;31.8;34.4;31.5;78.58;2.20;48.18;13.91;670.30;1248.59
2026-01-18;11:08:31.911;21;32.859703;39.933309;73;43.30;11.79;510.62;47.63;52.73;48.57;15.83;769.08;122.73;31.4;34.3;31.5;78.44;2.16;48.08;14.33;689.06;1251.44
2026-01-18;11:08:32.175;20;32.859717;39.933287;74;43.73;11.91;520.87;48.41;53.43;48.66;16.03;780.22;120.35;31.4;34.1;31.8;78.20;2.17;48.16;14.49;698.05;1255.20
2026-01-18;11:08:32.451;21;32.859711;39.933310;75;43.43;11.94;518.50;49.06;54.01;48.61;16.08;781.45;119.87;31.1;34.3;31.4;78.43;2.16;48.21;14.66;706.82;1256.51
2026-01-18;11:08:32.706;19;32.859718;39.933302;73;43.23;12.16;525.67;49.58;53.64;48.60;15.94;774.64;120.24;31.2;34.3;31.1;78.33;2.19;48.42;14.93;723.01;1259.22
2026-01-18;11:08:32.970;21;32.859757;39.933336;74;43.18;11.91;514.28;48.71;52.76;48.60;16.25;789.48;119.41;31.0;34.8;31.2;78.26;2.15;48.35;14.95;722.98;1258.19
2026-01-18;11:08:33.223;21;32.859793;39.933361;72;42.78;12.11;517.84;48.18;53.63;48.84;16.17;789.87;120.05;31.4;34.4;31.0;78.15;2.12;48.51;14.90;722.70;1259.67
2026-01-18;11:08:33.486;19;32.859825;39.933388;72;43.06;12.28;528.57;48.85;54.62;48.87;16.42;802.61;119.84;31.4;34.1;31.3;77.97;2.07;48.57;14.98;727.33;1261.04
2026-01-18;11:08:33.736;19;32.859862;39.933372;74;43.45;12.38;537.82;48.29;55.55;48.97;16.17;791.77;118.85;31.5;34.4;31.7;78.10;2.09;48.56;14.95;726.03;1263.79
2026-01-18;11:08:34.002;19;32.859814;39.933403;75;43.50;12.41;539.65;49.00;56.06;49.07;16.13;791.49;119.32;32.0;34.6;32.0;78.07;2.06;48.32;15.08;728.85;1259.78
2026-01-18;11:08:34.252;20;32.859765;39.933376;77;43.74;12.48;546.03;48.84;55.89;49.23;16.49;811.90;117.71;31.8;34.3;31.5;78.11;2.05;48.09;15.34;737.88;1256.16
2026-01-18;11:08:34.518;20;32.859786;39.933426;76;43.65;12.25;534.70;47.94;55.66;49.04;15.99;784.36;120.07;31.6;33.8;31.2;78.35;2.00;48.05;15.38;738.95;1256.25
2026-01-18;11:08:34.780;22;32.859750;39.933440;77;43.45;12.21;530.43;48.15;55.50;49.16;15.97;785.08;120.35;31.5;34.2;31.5;78.34;1.99;48.12;15.15;728.81;1258.94
2026-01-18;11:08:35.044;20;32.859738;39.933452;76;43.30;12.20;528.22;48.50;55.77;48.95;16.02;784.45;122.27;31.2;34.7;31.6;78.12;1.96;48.00;15.50;744.19;1259.79
2026-01-18;11:08:35.295;22;32.859780;39.933433;75;43.70;12.24;534.71;48.16;56.22;48.78;15.69;765.42;120.56;31.7;34.3;31.5;77.96;1.95;47.77;15.73;751.49;1263.76
2026-01-18;11:08:35.545;21;32.859783;39.933448;76;43.47;12.14;527.68;49.03;55.63;48.54;16.10;781.50;119.53;32.1;34.3;31.6;77.87;1.99;47.72;16.00;763.43;1260.50
2026-01-18;11:08:35.808;21;32.859741;39.933491;74;43.36;12.04;522.00;48.89;54.99;48.39;15.81;765.21;118.77;32.6;34.6;31.3;77.92;1.95;47.51;16.31;774.81;1258.91
2026-01-18;11:08:36.074;20;32.859739;39.933464;75;43.19;12.01;518.73;48.36;54.89;48.40;15.80;764.75;118.09;32.6;34.2;31.7;78.03;1.94;47.27;15.99;755.78;1258.79
2026-01-18;11:08:36.339;22;32.859766;39.933490;77;43.24;12.20;527.33;48.52;54.67;48.55;16.28;790.64;119.51;32.5;34.3;31.8;77.94;1.92;47.41;15.94;755.77;1257.83
2026-01-18;11:08:36.603;21;32.859812;39.933475;75;43.26;12.42;537.25;48.68;54.30;48.64;15.91;773.85;121.11;32.8;34.6;31.3;78.16;1.87;47.55;15.63;743.08;1261.31
2026-01-18;11:08:36.855;20;32.859862;39.933517;76;43.71;12.34;539.39;48.02;54.35;48.41;15.88;768.69;122.74;32.5;34.4;31.3;78.02;1.85;47.64;15.74;749.83;1264.59
2026-01-18;11:08:37.108;18;32.859837;39.933490;76;43.93;12.48;548.10;47.13;53.39;48.51;16.18;784.78;120.98;32.8;34.5;31.6;77.77;1.82;47.83;16.04;767.06;1262.86
2026-01-18;11:08:37.363;15;32.859799;39.933495;78;43.81;12.26;537.28;47.14;53.11;48.31;15.71;759.19;122.96;33.0;34.6;31.6;77.69;1.80;47.73;15.99;763.17;1264.68
2026-01-18;11:08:37.614;17;32.859765;39.933514;77;44.11;12.17;537.04;47.56;52.59;48.41;16.08;778.60;124.50;32.9;34.8;31.4;77.48;1.80;47.66;16.45;783.86;1267.50
2026-01-18;11:08:37.865;17;32.859753;39.933502;76;43.61;11.93;520.35;46.72;51.98;48.19;15.84;763.28;125.02;33.1;34.9;31.4;77.30;1.83;47.74;16.80;802.20;1270.49
2026-01-18;11:08:38.130;18;32.859762;39.933463;75;43.38;11.71;508.05;47.61;52.11;48.07;16.13;775.50;125.76;33.0;35.0;31.6;77.33;1.80;47.66;16.99;809.79;1269.32
2026-01-18;11:08:38.384;21;32.859788;39.933485;76;42.88;11.63;498.84;48.34;52.97;48.25;16.27;785.17;127.40;33.0;34.7;32.1;77.20;1.76;47.53;17.33;823.73;1264.69
2026-01-18;11:08:38.635;20;32.859826;39.933516;74;42.68;11.47;489.53;47.71;52.61;48.17;16.13;777.08;127.75;33.1;34.9;31.7;77.10;1.78;47.77;16.93;808.86;1261.65
2026-01-18;11:08:38.900;22;32.859785;39.933531;72;42.77;11.56;494.52;46.96;53.25;48.11;16.18;778.38;125.78;32.7;35.2;31.7;76.97;1.77;47.68;17.40;829.35;1266.63
2026-01-18;11:08:39.151;24;32.859814;39.933530;72;42.68;11.42;487.53;46.19;53.68;47.96;16.17;775.33;124.66;32.6;35.0;32.1;76.72;1.75;47.56;17.17;816.57;1264.84
2026-01-18;11:08:39.414;22;32.859843;39.933488;70;42.34;11.21;474.52;45.49;54.52;48.16;16.41;790.28;124.22;32.9;35.3;32.3;76.57;1.73;47.33;16.70;790.32;1260.55
2026-01-18;11:08:39.665;24;32.859799;39.933476;69;42.04;11.26;473.35;45.85;54.69;48.28;16.70;806.34;124.07;33.0;34.9;32.1;76.52;1.74;47.40;16.74;793.50;1264.77
2026-01-18;11:08:39.926;24;32.859773;39.933427;71;42.02;11.46;481.36;45.79;54.61;48.35;16.60;802.55;126.29;33.0;34.6;32.1;76.57;1.76;47.32;16.68;789.10;1264.68
2026-01-18;11:08:40.191;23;32.859756;39.933427;69;42.17;11.56;487.69;46.58;54.05;48.40;16.85;815.38;125.85;33.5;34.6;31.9;76.51;1.78;47.47;17.12;812.88;1262.68
2026-01-18;11:08:40.457;23;32.859753;39.933377;68;41.90;11.47;480.75;45.95;54.00;48.26;16.56;799.10;123.65;33.3;34.2;31.9;76.67;1.76;47.28;16.96;801.59;1266.14
2026-01-18;11:08:40.720;25;32.859761;39.933339;66;42.18;11.63;490.54;45.95;53.03;48.40;16.58;802.34;122.07;33.6;34.2;31.8;76.63;1.80;47.45;16.73;793.82;1268.86
2026-01-18;11:08:40.983;26;32.859746;39.933318;64;41.96;11.61;487.21;45.56;53.65;48.15;16.23;781.50;121.57;34.1;33.8;32.3;76.81;1.84;47.38;17.01;806.02;1271.87
2026-01-18;11:08:41.234;26;32.859699;39.933336;65;42.26;11.64;491.87;45.74;52.76;47.94;16.17;775.07;123.75;34.1;33.6;32.0;76.82;1.87;47.55;16.56;787.40;1272.98
2026-01-18;11:08:41.485;25;32.859721;39.933340;64;42.37;11.41;483.63;45.86;53.68;48.00;16.43;788.79;121.49;33.7;33.2;31.9;76.85;1.83;47.54;17.04;810.35;1277.33
2026-01-18;11:08:41.737;24;32.859686;39.933370;62;42.31;11.60;490.68;46.08;52.73;47.79;16.59;792.70;123.65;34.1;33.3;32.0;76.76;1.79;47.52;16.63;790.21;1279.99
2026-01-18;11:08:41.988;25;32.859669;39.933372;64;42.37;11.76;498.51;46.40;52.54;47.88;16.18;774.79;124.65;33.7;33.0;32.2;76.56;1.80;47.62;16.65;792.63;1281.17
2026-01-18;11:08:42.239;27;32.859690;39.933326;62;42.50;11.55;490.89;47.38;51.69;47.95;16.02;768.09;123.34;34.0;32.8;32.2;76.41;1.82;47.58;16.25;773.29;1285.58
2026-01-18;11:08:42.490;27;32.859672;39.933338;62;42.13;11.36;478.81;46.40;52.04;47.93;15.53;744.38;121.10;33.8;32.5;32.5;76.50;1.83;47.81;16.72;799.07;1288.46
2026-01-18;11:08:42.755;27;32.859654;39.933387;63;42.46;11.56;490.63;47.11;51.14;47.73;15.13;722.06;118.73;33.9;32.5;32.4;76.53;1.85;47.64;16.42;782.02;1288.61
2026-01-18;11:08:43.007;25;32.859701;39.933430;62;42.51;11.73;498.55;47.53;50.64;47.50;15.14;719.05;118.50;33.9;32.8;32.1;76.31;1.82;47.46;16.32;774.30;1292.56
2026-01-18;11:08:43.269;26;32.859712;39.933470;60;42.44;11.51;488.35;47.28;51.32;47.28;15.16;716.96;116.60;33.7;32.5;32.0;76.49;1.85;47.22;16.12;761.33;1296.28
2026-01-18;11:08:43.521;23;32.859687;39.933444;58;42.75;11.49;491.11;46.89;51.10;47.38;15.34;726.83;114.30;33.5;32.4;32.4;76.39;1.80;47.44;16.28;772.32;1300.20
2026-01-18;11:08:43.771;23;32.859641;39.933459;57;42.53;11.73;498.94;46.88;50.31;47.18;15.65;738.48;116.12;33.1;32.1;32.2;76.60;1.78;47.50;15.97;758.73;1304.28
2026-01-18;11:08:44.036;23;32.859658;39.933505;57;42.19;11.96;504.41;46.30;50.19;47.14;15.18;715.60;117.40;32.9;32.1;31.8;76.77;1.80;47.69;16.27;775.76;1299.86
2026-01-18;11:08:44.289;23;32.859687;39.933547;57;42.25;11.78;497.52;45.32;49.58;47.26;14.88;703.33;116.61;32.6;32.4;31.6;76.82;1.84;47.64;16.11;767.32;1298.15
2026-01-18;11:08:44.541;21;32.859683;39.933587;58;42.40;11.66;494.33;45.12;49.25;47.32;14.81;700.53;118.04;33.0;32.1;31.5;77.01;1.80;47.73;16.56;790.23;1299.90
2026-01-18;11:08:44.805;21;32.859695;39.933574;57;42.23;11.78;497.61;45.07;49.78;47.36;14.58;690.59;116.92;33.1;31.9;31.1;76.98;1.80;47.73;16.33;779.69;1299.22
2026-01-18;11:08:45.058;23;32.859696;39.933536;55;42.09;12.03;506.27;45.23;49.92;47.40;15.05;713.39;116.43;33.4;31.4;31.4;77.03;1.82;47.89;15.87;759.98;1295.40
2026-01-18;11:08:45.307;21;32.859672;39.933534;57;41.61;12.17;506.14;44.32;49.83;47.20;15.33;723.65;114.40;33.7;31.2;31.7;76.80;1.85;47.93;15.91;762.43;1295.37
2026-01-18;11:08:45.571;23;32.859626;39.933553;59;41.76;12.22;510.39;43.34;50.22;47.26;15.39;727.08;112.28;33.8;31.6;31.6;76.72;1.83;47.71;16.35;780.30;1291.97
2026-01-18;11:08:45.835;23;32.859626;39.933586;58;41.41;12.10;500.93;43.99;50.46;47.12;15.75;742.06;111.76;34.1;31.5;31.7;76.85;1.83;47.68;16.47;785.36;1288.53
2026-01-18;11:08:46.086;23;32.859635;39.933546;60;41.70;11.93;497.50;43.81;50.01;47.31;16.21;766.88;110.06;34.1;31.8;31.9;76.73;1.87;47.79;16.21;774.53;1292.62
2026-01-18;11:08:46.336;21;32.859620;39.933593;60;42.08;12.01;505.26;43.98;49.74;47.37;15.89;752.93;107.77;34.4;32.2;32.1;76.95;1.89;47.62;16.28;775.14;1295.02
2026-01-18;11:08:46.587;19;32.859653;39.933599;61;42.23;12.13;512.19;44.77;50.26;47.21;15.52;732.46;109.99;34.7;32.3;32.2;77.07;1.87;47.68;16.51;786.96;1297.10
2026-01-18;11:08:46.850;19;32.859667;39.933583;59;42.61;12.12;516.42;43.94;50.53;47.16;15.76;742.99;111.61;34.9;32.5;31.9;76.89;1.86;47.77;16.22;774.58;1295.40
2026-01-18;11:08:47.114;18;32.859650;39.933620;59;42.92;12.15;521.63;43.44;50.61;47.23;16.12;761.35;111.65;35.2;32.7;32.0;76.87;1.88;47.62;16.12;767.75;1296.22
2026-01-18;11:08:47.379;20;32.859657;39.933592;57;42.99;11.95;513.73;42.93;50.22;47.32;15.83;748.89;113.78;35.6;33.2;31.8;76.93;1.92;47.86;15.69;750.74;1298.95
2026-01-18;11:08:47.630;21;32.859622;39.933552;58;43.35;12.13;525.71;43.63;50.98;47.28;15.54;734.57;115.87;35.3;33.4;32.3;77.10;1.91;47.61;15.51;738.40;1294.26
