date;time;h;x;y;gs;fv;fa;fw;fet;fit;bv;bc;bw;bwh;t1;t2;t3;soc;ke;jv;jc;jw;jwh
2025-12-27;10:57:37.733;21;32.859646;39.933590;83;43.24;12.20;527.57;48.89;54.77;47.28;16.90;798.78;114.86;32.2;33.0;37.3;77.36;2.27;48.97;18.80;920.57;1264.87
2025-12-27;10:57:38.739;21;32.859623;39.933634;82;43.64;12.05;525.78;48.36;55.55;47.22;16.53;780.69;116.04;31.8;33.2;37.7;77.48;2.28;48.83;19.09;932.37;1269.71
2025-12-27;10:57:39.750;22;32.859658;39.933626;82;43.23;12.13;524.42;48.01;54.60;47.43;16.32;773.92;114.93;31.5;33.6;37.6;77.37;2.28;48.96;19.03;931.83;1271.30
2025-12-27;10:57:40.766;21;32.859628;39.933644;81;42.98;12.15;522.10;47.32;55.31;47.61;15.88;755.95;114.77;31.9;34.0;37.5;77.24;2.28;49.07;18.78;921.65;1269.46
2025-12-27;10:57:41.778;23;32.859609;39.933665;82;43.18;12.18;525.76;48.22;55.69;47.84;16.34;781.66;115.72;32.1;33.8;37.1;77.34;2.25;49.02;18.30;897.16;1268.17
2025-12-27;10:57:42.785;21;32.859578;39.933702;84;42.83;12.25;524.43;47.92;55.20;48.09;16.67;801.77;114.35;32.2;33.8;37.4;77.56;2.21;49.22;17.99;885.30;1263.86
2025-12-27;10:57:43.796;21;32.859578;39.933704;85;42.85;12.07;517.07;48.36;55.69;48.02;17.10;821.00;115.83;32.7;33.6;37.5;77.67;2.16;49.04;18.35;900.17;1258.96
2025-12-27;10:57:44.805;21;32.859588;39.933663;86;43.15;11.82;509.94;48.58;56.26;48.15;16.66;802.39;117.05;32.4;33.9;37.5;77.63;2.17;49.10;18.05;886.06;1261.19
2025-12-27;10:57:45.821;23;32.859634;39.933687;86;43.02;11.67;502.14;49.51;56.54;48.09;16.60;798.42;118.00;32.9;33.5;37.7;77.86;2.14;49.17;18.12;891.10;1259.38
2025-12-27;10:57:46.830;24;32.859684;39.933722;87;42.89;11.67;500.51;48.64;56.29;48.28;16.89;815.66;117.61;32.7;33.6;37.3;77.73;2.15;48.98;18.56;908.94;1262.46
2025-12-27;10:57:47.841;26;32.859682;39.933693;87;42.88;11.81;506.24;49.48;55.57;48.36;17.08;826.28;116.42;33.2;34.0;37.5;77.97;2.19;49.07;18.24;895.18;1259.04
2025-12-27;10:57:48.854;25;32.859715;39.933741;87;43.08;11.87;511.30;49.90;55.13;48.56;17.33;841.80;115.93;32.9;34.1;37.0;78.15;2.19;48.90;17.94;877.36;1261.28
2025-12-27;10:57:49.868;23;32.859736;39.933759;89;43.35;11.96;518.30;49.65;54.21;48.57;17.25;837.75;115.75;32.9;33.7;36.9;78.37;2.17;49.01;17.76;870.32;1260.44
2025-12-27;10:57:50.883;24;32.859701;39.933776;91;43.16;11.71;505.25;49.86;54.39;48.45;17.23;834.77;116.63;32.9;34.2;36.7;78.45;2.22;48.98;18.26;894.39;1257.61
2025-12-27;10:57:51.893;26;32.859661;39.933773;91;42.74;11.64;497.31;48.90;53.53;48.50;16.97;823.10;116.47;32.6;34.2;36.5;78.58;2.23;48.82;18.12;884.67;1260.20
2025-12-27;10:57:52.905;27;32.859638;39.933757;90;42.85;11.68;500.69;48.36;54.02;48.53;16.60;805.80;114.61;32.4;34.2;36.8;78.46;2.20;48.64;18.03;876.96;1260.03
2025-12-27;10:57:53.920;27;32.859677;39.933725;88;43.25;11.87;513.54;48.87;53.03;48.31;16.78;810.80;112.22;32.1;34.4;36.5;78.61;2.21;48.57;17.86;867.42;1255.68
2025-12-27;10:57:54.932;28;32.859724;39.933730;87;43.15;11.64;502.42;47.98;53.03;48.17;16.70;804.46;111.15;32.3;34.0;36.8;78.84;2.23;48.56;18.22;884.67;1256.29
2025-12-27;10:57:55.943;29;32.859722;39.933723;89;43.21;11.44;494.37;48.02;53.28;48.27;17.11;826.13;108.85;32.2;34.1;36.8;78.96;2.28;48.44;18.41;891.66;1258.75
2025-12-27;10:57:56.956;27;32.859702;39.933734;90;43.34;11.68;506.20;47.07;52.88;48.14;16.63;800.42;107.77;32.6;34.2;36.7;78.75;2.24;48.31;18.45;891.46;1260.38
2025-12-27;10:57:57.969;29;32.859695;39.933777;92;43.05;11.66;502.07;47.43;53.36;48.30;16.84;813.26;106.00;32.7;33.8;36.5;78.72;2.24;48.15;18.47;889.28;1265.11
2025-12-27;10:57:58.980;28;32.859669;39.933777;90;42.60;11.91;507.41;46.65;53.12;48.46;16.52;800.73;106.07;32.6;33.6;36.1;78.90;2.27;48.05;18.45;886.59;1260.23
2025-12-27;10:57:59.990;28;32.859622;39.933793;90;42.72;11.67;498.71;45.78;52.98;48.68;16.68;811.73;107.36;33.0;33.3;36.6;78.84;2.26;48.24;18.50;892.57;1257.16
2025-12-27;10:58:00.998;29;32.859588;39.933780;88;42.39;11.53;489.00;46.48;52.30;48.43;17.01;824.01;106.78;33.4;33.0;36.2;79.09;2.26;48.32;18.42;890.01;1254.11
2025-12-27;10:58:02.012;31;32.859582;39.933826;89;42.20;11.54;486.87;46.43;51.89;48.64;17.18;835.44;108.37;33.1;32.9;36.2;79.01;2.26;48.35;18.43;890.96;1253.48
2025-12-27;10:58:03.024;32;32.859567;39.933816;91;42.67;11.70;499.25;46.10;52.69;48.40;16.91;818.54;108.60;32.7;32.9;36.4;79.08;2.24;48.17;18.25;878.97;1254.84
2025-12-27;10:58:04.037;34;32.859588;39.933812;90;42.67;11.78;502.65;47.03;52.26;48.65;16.62;808.50;110.78;32.8;33.2;36.3;78.93;2.22;48.04;18.68;897.58;1257.18
2025-12-27;10:58:05.051;34;32.859597;39.933783;89;42.52;11.76;500.07;47.60;51.49;48.59;16.80;816.27;112.47;33.1;33.1;36.2;78.88;2.23;47.94;18.46;885.18;1260.56
2025-12-27;10:58:06.062;32;32.859571;39.933785;91;42.36;11.95;506.12;47.81;51.49;48.38;16.60;803.26;113.52;32.7;32.7;35.8;79.01;2.27;47.93;18.64;893.53;1262.87
2025-12-27;10:58:07.070;31;32.859585;39.933822;89;42.63;11.75;500.69;47.33;52.01;48.32;16.80;811.77;112.41;33.0;32.9;36.3;78.98;2.32;48.14;18.26;878.93;1263.46
2025-12-27;10:58:08.085;32;32.859628;39.933812;87;42.45;11.65;494.46;48.32;51.23;48.36;16.79;812.16;111.91;32.7;32.7;36.1;78.86;2.32;48.29;18.73;904.48;1258.78
2025-12-27;10:58:09.099;34;32.859601;39.933830;87;42.37;11.62;492.14;47.80;50.67;48.27;16.35;789.39;110.01;32.8;32.4;35.9;79.00;2.28;48.13;18.42;886.79;1260.07
2025-12-27;10:58:10.109;34;32.859643;39.933853;89;42.07;11.73;493.59;47.14;50.61;48.07;16.64;799.91;109.76;32.6;32.9;35.4;78.98;2.27;48.11;18.49;889.47;1258.61
2025-12-27;10:58:11.121;33;32.859609;39.933869;89;41.78;11.85;495.27;46.87;50.37;47.83;17.02;814.00;109.96;32.6;32.8;35.1;78.75;2.30;48.33;18.54;896.11;1261.28
2025-12-27;10:58:12.131;33;32.859631;39.933861;91;41.61;11.94;496.64;47.12;50.68;47.95;16.79;805.01;108.24;32.5;33.3;35.6;78.85;2.34;48.40;18.12;877.17;1257.77
2025-12-27;10:58:13.144;30;32.859598;39.933902;92;41.66;11.70;487.45;47.22;51.44;48.00;16.33;783.75;109.98;32.9;33.0;35.7;79.05;2.38;48.55;18.45;895.86;1255.71
2025-12-27;10:58:14.156;32;32.859556;39.933879;90;41.69;11.72;488.82;47.03;52.31;48.18;16.46;792.91;110.06;32.6;32.9;35.7;78.94;2.41;48.73;18.21;887.53;1257.57
2025-12-27;10:58:15.171;30;32.859543;39.933845;91;41.82;11.52;481.68;47.79;52.94;48.22;16.34;788.14;110.67;32.2;32.6;35.6;78.94;2.39;48.83;17.98;877.72;1257.40
2025-12-27;10:58:16.178;28;32.859522;39.933862;90;41.41;11.51;476.65;47.02;53.37;48.14;16.28;783.76;108.73;31.8;32.6;36.1;79.07;2.34;48.74;17.97;875.64;1255.89
2025-12-27;10:58:17.191;28;32.859473;39.933859;91;41.11;11.27;463.42;46.12;54.24;48.33;16.61;802.50;110.67;31.6;32.1;36.2;79.29;2.31;48.96;18.09;885.84;1253.31
2025-12-27;10:58:18.196;31;32.859520;39.933840;93;40.71;11.42;465.00;45.68;55.11;48.50;16.42;796.60;112.82;31.7;32.2;36.2;79.15;2.35;48.75;17.84;869.71;1251.34
2025-12-27;10:58:19.209;30;32.859561;39.933853;95;40.51;11.60;470.06;44.77;54.32;48.53;16.58;804.72;113.06;31.3;32.0;36.0;78.97;2.34;48.90;17.84;872.33;1252.35
2025-12-27;10:58:20.224;31;32.859560;39.933884;95;40.44;11.77;475.86;44.36;55.12;48.41;16.94;819.74;110.76;30.8;32.2;36.0;78.82;2.32;49.00;17.53;858.84;1254.42
2025-12-27;10:58:21.232;30;32.859513;39.933928;97;40.47;11.64;471.14;43.60;55.58;48.29;16.54;798.54;111.51;30.6;32.0;35.9;78.85;2.35;49.01;17.45;855.16;1250.89
2025-12-27;10:58:22.244;32;32.859526;39.933964;99;40.07;11.67;467.61;42.66;55.52;48.23;16.73;807.14;109.93;30.5;32.4;35.4;79.01;2.35;48.80;17.50;853.82;1252.51
2025-12-27;10:58:23.251;30;32.859542;39.933976;100;39.85;11.90;474.25;42.80;55.67;48.01;16.50;791.91;110.71;30.2;32.5;35.5;79.21;2.34;48.67;17.69;860.91;1255.86
2025-12-27;10:58:24.265;32;32.859514;39.933928;100;40.24;11.94;480.51;43.64;54.93;48.11;16.51;794.05;111.72;30.6;32.5;35.4;79.03;2.31;48.72;17.26;840.97;1256.95
2025-12-27;10:58:25.276;32;32.859500;39.933935;99;40.56;11.99;486.14;43.37;55.66;47.93;16.18;775.73;113.18;30.5;32.1;35.1;78.87;2.36;48.71;17.18;836.62;1256.59
2025-12-27;10:58:26.291;33;32.859464;39.933945;100;40.08;11.85;474.76;44.13;56.40;47.77;16.56;791.05;112.94;30.2;31.9;34.7;78.81;2.33;48.48;17.31;838.94;1257.15
2025-12-27;10:58:27.305;32;32.859508;39.933982;100;39.69;11.70;464.20;44.58;56.10;47.92;16.66;798.50;112.06;30.2;31.9;34.2;79.05;2.33;48.43;17.11;828.64;1252.61
2025-12-27;10:58:28.317;30;32.859519;39.933992;98;39.83;11.78;469.31;44.78;56.37;47.83;16.89;808.13;110.16;30.6;32.2;34.2;78.90;2.31;48.33;17.39;840.54;1254.69
2025-12-27;10:58:29.330;31;32.859519;39.933944;100;39.57;11.56;457.34;45.06;56.99;47.92;16.65;797.65;108.50;30.4;32.6;34.6;79.11;2.30;48.41;17.10;827.65;1258.87
2025-12-27;10:58:30.345;32;32.859547;39.933951;100;39.28;11.66;458.03;45.41;56.39;47.90;16.17;774.33;106.69;30.6;33.0;35.0;79.03;2.33;48.39;17.53;848.35;1255.89
2025-12-27;10:58:31.352;33;32.859508;39.933929;100;38.89;11.88;462.04;44.90;56.07;47.79;15.92;760.89;104.57;30.3;32.8;34.6;78.92;2.36;48.37;17.66;854.20;1252.65
2025-12-27;10:58:32.367;33;32.859462;39.933911;100;38.99;12.11;472.04;45.18;56.73;47.86;15.43;738.36;102.81;29.8;32.7;34.2;79.00;2.32;48.15;18.04;868.54;1251.40
2025-12-27;10:58:33.379;34;32.859475;39.933869;99;38.61;12.13;468.13;44.26;57.25;47.83;15.64;748.03;100.86;29.9;33.0;34.2;78.92;2.33;48.06;18.22;875.90;1255.07
2025-12-27;10:58:34.392;34;32.859433;39.933858;100;38.24;12.35;472.42;43.90;57.94;47.84;16.02;766.34;100.38;30.3;33.1;34.4;79.09;2.32;47.88;18.62;891.41;1259.26
2025-12-27;10:58:35.404;36;32.859429;39.933895;98;38.42;12.22;469.34;43.83;57.62;48.02;16.11;773.62;100.34;30.1;33.6;34.6;79.01;2.28;47.93;18.55;889.03;1256.29
2025-12-27;10:58:36.418;35;32.859434;39.933911;100;38.46;12.00;461.56;43.46;58.39;47.98;16.11;773.12;98.09;30.0;33.8;35.0;79.21;2.26;48.15;18.21;876.79;1259.18
2025-12-27;10:58:37.425;37;32.859397;39.933892;100;38.68;11.95;462.31;42.53;57.40;48.19;16.12;776.57;100.00;30.1;33.6;34.6;79.25;2.25;48.19;18.55;893.81;1255.99
2025-12-27;10:58:38.435;35;32.859389;39.933921;100;38.96;11.96;466.03;42.05;56.62;47.95;15.92;763.37;97.60;30.0;33.5;34.9;79.04;2.25;48.43;18.63;902.23;1252.36
2025-12-27;10:58:39.447;34;32.859353;39.933927;99;39.00;12.03;468.96;41.76;56.66;48.16;15.48;745.40;97.86;30.0;33.0;34.6;78.94;2.25;48.42;18.51;896.20;1254.44
2025-12-27;10:58:40.460;37;32.859310;39.933919;100;38.81;12.16;472.09;42.51;56.16;48.07;15.37;738.74;97.62;30.4;33.5;34.4;78.84;2.30;48.52;18.65;904.82;1258.82
2025-12-27;10:58:41.468;37;32.859359;39.933933;100;38.97;12.00;467.72;43.36;57.08;48.24;15.59;751.99;96.91;30.1;33.6;34.3;78.72;2.25;48.39;18.67;903.44;1258.43
2025-12-27;10:58:42.470;35;32.859350;39.933908;100;38.73;12.15;470.70;44.31;56.40;48.19;15.53;748.12;95.72;29.7;33.6;34.0;78.71;2.29;48.20;19.11;921.20;1261.74
2025-12-27;10:58:43.479;36;32.859330;39.933888;100;38.99;12.40;483.35;45.02;57.29;48.43;15.06;729.34;95.96;30.0;33.3;34.5;78.65;2.26;48.12;19.07;917.57;1265.61
2025-12-27;10:58:44.480;36;32.859327;39.933847;99;39.47;12.44;490.89;45.60;57.25;48.44;14.78;715.85;97.85;29.9;33.0;34.4;78.67;2.22;48.24;18.70;902.03;1268.40
2025-12-27;10:58:45.492;34;32.859282;39.933883;98;39.52;12.49;493.43;45.33;56.85;48.32;14.73;711.70;97.92;30.1;32.6;34.6;78.46;2.24;48.47;18.64;903.69;1266.06
2025-12-27;10:58:46.507;32;32.859248;39.933877;97;39.76;12.63;502.07;45.56;56.85;48.30;14.83;716.45;97.64;30.1;32.5;34.8;78.64;2.22;48.62;18.36;892.55;1261.87
2025-12-27;10:58:47.519;32;32.859253;39.933837;95;39.29;12.77;501.81;45.63;56.67;48.29;15.29;738.45;95.37;29.7;32.7;34.4;78.60;2.21;48.81;17.88;872.92;1259.63
2025-12-27;10:58:48.524;33;32.859220;39.933856;96;39.06;12.98;506.87;44.64;56.66;48.16;15.31;737.23;92.96;29.3;32.8;34.4;78.67;2.21;48.71;17.56;855.43;1263.52
2025-12-27;10:58:49.533;34;32.859232;39.933828;95;38.66;12.92;499.44;44.94;56.88;48.21;14.92;719.49;93.31;29.7;32.9;34.2;78.84;2.18;48.95;17.06;835.17;1260.07
2025-12-27;10:58:50.545;36;32.859241;39.933827;93;38.54;12.69;489.21;45.06;56.91;48.34;15.15;732.28;92.27;30.1;32.5;33.8;79.07;2.21;48.77;17.04;831.05;1256.94
2025-12-27;10:58:51.554;38;32.859240;39.933847;94;38.30;12.75;488.12;45.36;56.31;48.52;15.28;741.41;91.65;30.5;32.2;33.3;79.13;2.25;48.94;17.01;832.57;1257.00
2025-12-27;10:58:52.570;36;32.859232;39.933857;93;38.22;12.63;482.71;44.90;56.15;48.77;15.34;747.97;94.13;30.8;32.6;33.4;79.20;2.21;49.17;16.86;828.87;1253.97
2025-12-27;10:58:53.580;35;32.859187;39.933875;94;38.02;12.72;483.56;45.35;56.32;48.82;15.62;762.30;93.58;30.9;32.7;33.5;79.32;2.18;49.01;16.38;802.72;1258.56
2025-12-27;10:58:54.590;34;32.859192;39.933849;95;37.63;12.86;483.85;46.10;56.65;48.85;15.30;747.29;95.54;30.8;32.2;33.8;79.12;2.18;49.25;15.91;783.36;1256.19
2025-12-27;10:58:55.603;36;32.859167;39.933876;96;37.84;12.83;485.43;46.10;57.01;49.02;15.71;770.30;94.45;31.1;31.7;34.0;78.96;2.23;49.37;15.97;788.54;1260.16
2025-12-27;10:58:56.615;35;32.859122;39.933872;95;37.86;12.77;483.54;46.20;56.50;49.09;15.96;783.46;95.09;31.3;31.8;33.7;78.72;2.24;49.18;16.17;795.52;1256.75
2025-12-27;10:58:57.627;34;32.859140;39.933852;97;37.83;12.64;478.29;45.22;56.33;49.18;16.42;807.46;96.09;31.1;32.1;34.0;78.71;2.23;49.13;16.20;795.78;1254.83
2025-12-27;10:58:58.635;33;32.859106;39.933882;96;38.06;12.88;490.28;45.01;56.87;49.26;16.62;818.79;94.76;31.5;31.9;33.8;78.75;2.24;49.15;16.15;793.98;1250.67
