date;time;h;x;y;gs;fv;fa;fw;fet;fit;bv;bc;bw;bwh;t1;t2;t3;soc;ke;jv;jc;jw;jwh;gsmspeed
2026-07-22;03:43:25.673;54;41.020100;28.984500;60;42.9;8.2;685;34;59;40.5;31.5;1977;107.8;32;32;30;82;46.3;56.7;49.3;321;53.0;56
2026-07-22;03:43:26.568;84;41.021100;28.985500;77;37.7;17.8;273;32;66;42;19.4;1262;107.9;43;44;37;82;45.9;59.2;25;2427;53.0;81
2026-07-22;03:43:27.458;77;41.022100;28.986500;71;44.2;21.7;500;32;64;45.9;21.3;1810;108.0;38;35;31;83;45.8;32.2;28.2;1822;53.1;83
2026-07-22;03:43:28.338;33;41.023100;28.987500;73;47.8;20.5;696;40;70;59;32.5;1270;108.4;30;46;36;83;46.2;58.4;9.9;457;53.3;57
2026-07-22;03:43:29.225;62;41.024100;28.988500;77;38.2;6.8;445;32;69;52.6;6.6;1506;108.6;43;31;48;83;46.3;48.8;46.4;2105;53.4;66
2026-07-22;03:43:31.121;84;41.025100;28.989500;89;38.4;23.6;310;30;74;45.3;6.1;1032;108.9;31;47;42;83;45.9;52;30.8;1198;53.6;72
2026-07-22;03:43:31.195;53;41.026100;28.990500;78;33;15.8;474;26;50;45.1;11.3;850;109.3;32;31;41;83;45.4;52.7;10.9;1349;53.7;49
2026-07-22;03:43:32.656;69;41.025100;28.989500;82;48.6;11.8;243;30;61;52.6;32.4;1398;109.6;37;43;34;84;45.0;45.2;21.5;2200;53.7;80
2026-07-22;03:43:33.546;30;41.024100;28.988500;77;37.4;8.8;588;29;70;58.9;25.6;745;109.9;39;45;35;83;44.8;39;23.8;1363;53.9;33
2026-07-22;03:43:34.439;80;41.023100;28.987500;73;31.1;12.8;509;33;72;56;29.2;1655;110.1;44;36;40;83;44.5;30.9;24.9;1599;54.1;31
2026-07-22;03:43:35.374;63;41.022100;28.986500;64;48.8;7.3;697;42;65;51.7;38.8;1352;110.4;31;45;42;83;44.1;58.8;37.9;1249;54.2;80
2026-07-22;03:43:36.252;76;41.021100;28.985500;84;40.3;18.9;799;32;64;50.4;39.9;1129;110.8;44;39;35;83;44.1;32.3;31.6;1650;54.3;88
2026-07-22;03:43:38.136;73;41.020100;28.984500;86;32;23.3;414;30;63;55.7;11;1286;111.0;31;29;33;83;43.8;31.5;28.5;875;54.4;85
2026-07-22;03:43:38.212;53;41.019100;28.983500;82;31.9;21.5;318;32;70;46.8;18.5;1175;111.2;28;35;34;83;43.4;59.3;24;1324;54.5;81
2026-07-22;03:43:39.668;55;41.018100;28.982500;63;35.2;11.5;297;27;68;53.5;10.4;637;111.3;34;47;34;83;43.2;42.2;47.7;2249;54.7;59
2026-07-22;03:43:40.562;32;41.017100;28.981500;88;38.5;22.9;655;36;52;50.8;8.7;597;111.7;25;41;39;82;42.7;48.4;34.5;1459;54.8;52
2026-07-22;03:43:41.412;80;41.016100;28.980500;69;30;19.8;788;42;55;54.6;36.3;1769;112.2;29;29;39;82;42.8;56;36.9;476;54.9;23
2026-07-22;03:43:42.295;46;41.015100;28.979500;60;40;17.1;388;29;65;48.5;30.7;1802;112.7;38;34;47;83;42.7;57.7;46.4;2406;54.9;52
2026-07-22;03:43:43.570;60;41.016100;28.980500;76;38.4;5.3;599;40;68;59.6;38.1;1643;112.8;26;34;47;82;42.9;45.8;35.8;1842;55.0;59
2026-07-22;03:43:44.295;87;41.017100;28.981500;89;36;9.2;268;43;59;56;39.6;833;112.9;31;38;35;81;42.6;49.6;13;1895;55.2;50
2026-07-22;03:43:46.178;52;41.018100;28.982500;63;42.3;18;336;40;71;41;28.3;1191;113.2;38;41;39;80;42.9;56.1;42.4;2288;55.3;43
2026-07-22;03:43:46.384;48;41.019100;28.983500;81;39.2;21.1;685;39;65;46;9.4;972;113.6;25;39;32;81;43.0;45.9;46.4;393;55.4;77
2026-07-22;03:43:47.600;75;41.020100;28.984500;86;38.8;17.2;258;40;61;45.2;37.8;778;114.0;25;46;45;82;42.7;35.7;33.1;380;55.5;84
2026-07-22;03:43:48.501;29;41.021100;28.985500;72;32.2;10.4;375;32;70;53;27;1189;114.3;40;28;42;82;42.8;43.9;36.1;1689;55.6;38
2026-07-22;03:43:49.344;69;41.022100;28.986500;88;39.1;13;261;40;57;49.6;24.1;927;114.8;31;45;40;82;43.1;37.1;31.1;1382;55.8;82
2026-07-22;03:43:50.226;34;41.023100;28.987500;97;49.8;22.9;359;44;53;55.1;27.3;661;114.9;26;35;47;82;43.4;55.3;24.9;719;56.0;24
2026-07-22;03:43:52.108;36;41.024100;28.988500;77;46.8;20.8;557;26;60;49.3;20.9;1735;115.3;27;29;36;82;43.2;48.8;27.3;1786;56.1;23
2026-07-22;03:43:52.427;79;41.025100;28.989500;71;30.5;13;745;41;59;52.4;19.5;1856;115.6;31;34;43;82;42.8;36.4;15.6;1142;56.3;49
2026-07-22;03:43:53.318;82;41.026100;28.990500;89;36;7;242;34;64;42.3;9.4;1753;116.1;25;43;46;82;42.4;38.6;33.2;981;56.4;86
2026-07-22;03:43:54.739;78;41.025100;28.989500;73;44.9;22.8;605;43;51;43.8;25.8;661;116.5;36;38;33;82;42.7;31.6;41.4;2118;56.6;22
2026-07-22;03:43:56.135;88;41.024100;28.988500;70;45.8;5.3;210;25;68;50.2;12.4;735;116.8;43;36;46;82;42.8;43.5;24.8;2413;56.7;66
2026-07-22;03:43:56.459;39;41.023100;28.987500;90;32.6;6;297;30;73;47.5;8;1210;117.3;42;41;35;82;42.9;51.4;24.3;2235;56.8;40
2026-07-22;03:43:57.872;74;41.022100;28.986500;83;41.7;10.1;370;37;53;53.5;35.9;1368;117.5;38;38;35;82;43.2;41.2;13.7;1328;57.0;41
2026-07-22;03:43:58.329;59;41.021100;28.985500;97;45.9;7;328;29;56;47.1;39.9;1637;117.9;39;36;39;83;43.1;59.7;44.8;666;57.1;78
2026-07-22;03:43:59.758;51;41.020100;28.984500;82;37.1;7.2;380;41;72;42.3;17;1237;118.3;35;46;38;82;42.9;39.6;33.6;2228;57.2;84
2026-07-22;03:44:00.647;37;41.019100;28.983500;61;48;21.6;683;42;61;58.8;32.1;1226;118.7;29;30;38;82;43.2;36.8;22.1;2206;57.4;43
2026-07-22;03:44:01.530;83;41.018100;28.982500;80;43.2;16.9;604;30;50;53.5;27.4;1541;118.8;44;37;37;82;42.9;56.7;42.6;912;57.5;34
2026-07-22;03:44:02.414;49;41.017100;28.981500;76;33.5;18.3;503;26;70;56.6;20.9;1633;119.3;43;38;32;82;42.5;52.8;5.9;431;57.6;73
2026-07-22;03:44:03.502;63;41.016100;28.980500;76;40.3;20;617;33;74;59.7;23.2;1851;119.5;44;28;49;83;42.1;31.8;32.8;403;57.7;33
2026-07-22;03:44:04.415;43;41.015100;28.979500;85;37.2;17.2;219;40;63;44.1;37;1520;119.7;28;29;45;82;42.5;47.2;48.5;1655;57.8;72
2026-07-22;03:44:05.313;49;41.016100;28.980500;80;38.5;8.4;439;39;63;46.3;19.9;1128;120.1;33;45;39;82;42.0;59.2;32.1;2490;57.9;50
2026-07-22;03:44:07.186;49;41.017100;28.981500;68;39.4;15.2;479;41;58;59.5;35;1298;120.4;43;42;41;82;42.5;47.2;47.3;1956;58.0;22
2026-07-22;03:44:07.262;46;41.018100;28.982500;96;42.4;24;486;31;50;40.1;39.4;838;120.6;36;43;37;82;42.0;30.9;36.8;1821;58.1;59
2026-07-22;03:44:08.282;49;41.019100;28.983500;86;32.8;6.1;400;41;72;48.7;30.1;1581;121.0;31;28;36;82;41.8;57.1;17.3;2275;58.2;60
2026-07-22;03:44:09.688;31;41.020100;28.984500;95;45.5;9.8;774;25;59;54.1;21;1012;121.2;28;47;48;82;41.3;30.5;40.4;309;58.2;59
2026-07-22;03:44:10.933;69;41.021100;28.985500;87;46.6;15.9;292;41;59;54.8;16.4;1464;121.5;35;35;35;83;41.2;52.2;12.6;1089;58.3;49
2026-07-22;03:44:11.833;58;41.022100;28.986500;74;33.9;12.6;327;39;68;52.1;22.2;1861;121.7;32;36;35;83;40.8;39.6;36.4;531;58.5;68
2026-07-22;03:44:12.649;53;41.023100;28.987500;65;50;12.3;685;44;66;48.3;38.1;1009;122.2;28;40;36;82;40.6;35.1;46.8;2461;58.7;43
2026-07-22;03:44:13.547;64;41.024100;28.988500;89;30.7;7;400;30;63;47.6;29.7;1781;122.5;40;37;44;83;40.1;49.3;19;468;58.8;48
2026-07-22;03:44:14.383;54;41.025100;28.989500;85;49.8;21.6;402;32;50;56.1;22.9;1623;122.8;25;42;45;82;40.6;51.5;37.7;340;58.9;84
2026-07-22;03:44:15.267;55;41.026100;28.990500;93;40.9;24.1;499;38;61;45.9;35.1;1603;123.3;28;32;44;82;40.6;59.8;7.6;867;59.1;41
2026-07-22;03:44:17.372;31;41.025100;28.989500;66;36.5;14.3;361;41;73;56.1;31.8;1649;123.6;25;40;32;83;40.6;58.7;31.9;664;59.2;32
2026-07-22;03:44:17.446;89;41.024100;28.988500;62;30.7;10.4;773;38;71;58.2;12.3;1374;124.0;41;40;30;82;40.9;31.8;9.9;2168;59.3;28
2026-07-22;03:44:18.438;46;41.023100;28.987500;83;33.2;22;658;36;74;40.8;6.8;1719;124.2;35;31;32;83;40.8;43.3;32.3;1435;59.5;89
2026-07-22;03:44:19.331;87;41.022100;28.986500;92;47.4;9.3;206;38;64;49.7;22.7;1558;124.5;35;33;48;82;41.0;34.5;18.6;1490;59.6;65
2026-07-22;03:44:21.256;67;41.021100;28.985500;94;38.1;12.6;483;29;71;57.9;30;1858;124.7;43;42;46;82;40.9;41.5;20.3;1980;59.8;81
2026-07-22;03:44:21.334;58;41.020100;28.984500;94;33.5;6.3;409;25;52;55.4;19.8;635;125.0;39;47;47;83;41.4;49.3;5;1455;59.9;84
2026-07-22;03:44:22.321;53;41.019100;28.983500;81;41.3;5.4;458;42;72;44.6;26.6;1734;125.3;41;31;48;82;41.1;58.2;48.9;2438;60.1;76
2026-07-22;03:44:23.807;70;41.018100;28.982500;84;40.8;17.2;551;31;68;47.9;26.3;902;125.8;39;43;37;83;41.5;58.6;10.8;2153;60.2;66
2026-07-22;03:44:25.239;71;41.017100;28.981500;94;37.7;23;514;26;52;40.8;10.4;1946;126.2;39;33;34;83;41.9;36.2;23.7;1662;60.3;89
2026-07-22;03:44:25.333;45;41.016100;28.980500;63;32.2;21.2;698;39;57;55.1;16.2;961;126.7;37;40;48;82;42.4;58.6;42.8;874;60.4;41
2026-07-22;03:44:26.811;37;41.015100;28.979500;65;31.8;11.6;420;41;65;56;6.2;632;127.0;36;33;42;82;42.6;57.6;29.6;997;60.5;68
2026-07-22;03:44:28.278;66;41.016100;28.980500;60;48.8;13.3;455;43;66;55;36.4;600;127.4;40;37;33;82;42.1;53.8;41.5;2279;60.6;75
2026-07-22;03:44:28.349;43;41.017100;28.981500;64;49.1;19.7;595;40;59;53.6;26.5;1231;127.5;34;41;35;82;41.7;52.6;20.5;1180;60.7;35
2026-07-22;03:44:29.331;65;41.018100;28.982500;84;38;13.5;272;41;59;53.2;30.7;591;127.7;37;34;30;83;42.0;49.4;45.1;2124;60.9;73
2026-07-22;03:44:31.219;45;41.019100;28.983500;74;42.6;8;788;37;59;47.7;18.6;1976;127.9;30;38;43;82;41.7;33.2;43.6;400;61.0;46
2026-07-22;03:44:31.741;32;41.020100;28.984500;84;45;20.7;717;34;60;41.4;33.6;523;128.1;31;33;39;81;41.9;57;7.7;598;61.1;58
2026-07-22;03:44:32.449;23;41.021100;28.985500;82;37.8;11.8;477;38;62;47.3;35.5;1547;128.3;39;32;43;80;41.9;33.7;25.9;1450;61.3;58
2026-07-22;03:44:33.366;23;41.022100;28.986500;76;33.1;22.3;628;42;70;41.1;38.2;1013;128.5;43;37;40;80;42.1;51.6;14.1;583;61.3;47
2026-07-22;03:44:34.912;74;41.023100;28.987500;89;40.2;15.1;336;30;72;55.6;21;1310;128.8;34;28;33;81;42.2;50.9;44.2;1754;61.5;49
2026-07-22;03:44:35.801;63;41.024100;28.988500;66;38.2;15.7;223;41;50;51.9;35.3;1931;129.0;40;29;37;81;42.2;51.8;46.1;902;61.6;39
2026-07-22;03:44:36.689;36;41.025100;28.989500;60;48.8;23.1;616;36;63;51.3;37.4;1803;129.4;39;44;33;82;42.3;36.8;40.4;407;61.6;43
2026-07-22;03:44:37.579;28;41.026100;28.990500;92;36.4;10.8;610;34;55;56.1;18.1;955;129.8;41;37;31;81;42.1;45.1;45.2;1196;61.7;69
2026-07-22;03:44:38.527;83;41.025100;28.989500;96;47;23.3;200;28;58;41.2;5.9;1440;130.0;30;34;42;82;42.6;41.4;36.4;2241;61.8;44
2026-07-22;03:44:39.690;42;41.024100;28.988500;91;41.8;6.9;693;44;52;40.5;14.9;1943;130.5;43;29;40;82;42.1;43.4;5.8;1767;62.0;50
2026-07-22;03:44:41.113;76;41.023100;28.987500;64;32.6;17.9;371;31;52;43.2;24.1;1135;130.7;42;45;49;82;42.2;43.9;8.8;1113;62.0;85
2026-07-22;03:44:41.686;23;41.022100;28.986500;87;32.9;12.9;677;38;65;48.4;32;1702;131.0;41;37;40;82;41.8;56.7;27.6;739;62.2;72
2026-07-22;03:44:42.440;49;41.021100;28.985500;80;44.9;14.9;233;34;54;47;9.7;1156;131.3;26;28;35;83;41.4;33.4;44.1;598;62.4;35
2026-07-22;03:44:44.163;68;41.020100;28.984500;82;34;5.9;262;34;59;58.6;30.8;1669;131.6;28;42;33;83;41.6;58.4;43.7;485;62.5;28
2026-07-22;03:44:44.639;86;41.019100;28.983500;92;37.1;10.5;295;26;66;53.8;30.5;858;131.9;44;33;42;84;41.3;50.3;6.7;1922;62.7;85
2026-07-22;03:44:45.451;63;41.018100;28.982500;81;45.4;18.8;315;44;60;58.2;21.9;1724;132.3;44;41;40;83;41.0;37.3;8.5;2106;62.7;82
2026-07-22;03:44:47.363;26;41.017100;28.981500;99;31.9;14.1;227;42;56;50.6;5.8;766;132.5;41;29;38;82;40.9;46.6;21.1;819;62.9;45
2026-07-22;03:44:47.437;70;41.016100;28.980500;76;34.5;5.6;789;25;57;54.3;33.7;1281;132.6;32;43;33;81;40.5;49;44;1974;63.0;36
2026-07-22;03:44:48.400;27;41.015100;28.979500;81;30.4;11.2;221;25;66;45.5;16.6;766;132.8;37;39;37;80;40.4;53.7;38.9;1790;63.1;81
2026-07-22;03:44:49.858;60;41.016100;28.980500;98;47;23.8;257;28;65;40.2;21.4;1713;133.2;41;31;33;80;40.1;38.5;48.8;644;63.2;63
2026-07-22;03:44:50.751;27;41.017100;28.981500;95;43.1;12.7;383;28;56;56.7;14.9;523;133.4;30;39;44;80;40.3;49;14.7;1334;63.3;61
2026-07-22;03:44:51.648;46;41.018100;28.982500;98;49.3;9.8;304;31;72;46.7;38.6;1055;133.7;33;38;32;79;40.3;34.1;11.1;2356;63.4;42
2026-07-22;03:44:52.544;80;41.019100;28.983500;65;41.6;21.7;315;31;70;54.8;8.4;732;134.2;40;47;32;79;40.2;56.1;7.8;434;63.5;65
2026-07-22;03:44:53.425;25;41.020100;28.984500;73;34.8;7.1;777;26;62;50.1;29.3;1358;134.4;39;39;45;79;39.9;59.4;19.8;448;63.7;60
2026-07-22;03:44:55.307;75;41.021100;28.985500;77;34.9;14.7;770;25;50;42.1;33.4;907;134.5;34;38;30;79;39.8;43.6;37.8;1570;63.7;79
2026-07-22;03:44:55.414;50;41.022100;28.986500;69;43.9;12.3;657;28;50;49.9;5.1;1191;134.8;28;30;36;80;40.0;32.4;9.2;795;63.8;89
2026-07-22;03:44:56.825;84;41.023100;28.987500;93;47.7;11.2;637;36;60;53.9;12.4;1013;135.0;37;28;48;80;40.0;34.6;15.6;1153;64.0;73
2026-07-22;03:44:57.730;46;41.024100;28.988500;93;34.7;24.4;655;33;71;55.2;26;714;135.4;30;36;42;81;40.4;56.7;17.3;1733;64.1;60
2026-07-22;03:44:58.475;83;41.025100;28.989500;65;44.3;8.9;763;31;66;51;19.8;684;135.8;36;42;32;80;40.3;47.5;17;517;64.3;34
2026-07-22;03:45:00.109;43;41.026100;28.990500;65;48.5;15.4;655;27;56;59.4;10.4;1841;135.9;35;47;45;81;40.3;34;22.4;1143;64.5;27
2026-07-22;03:45:00.434;26;41.025100;28.989500;97;40.7;21.5;390;42;58;44.5;19.4;1459;136.0;40;40;40;82;40.8;34;49.1;2152;64.5;59
2026-07-22;03:45:01.982;58;41.024100;28.988500;97;46.2;18.8;581;29;68;43.6;37;1884;136.4;44;45;36;82;40.5;44.4;39.1;1680;64.6;53
2026-07-22;03:45:02.890;51;41.023100;28.987500;62;44.9;10.9;662;42;58;50.7;21;1002;136.7;31;43;42;83;40.5;58.4;37.8;472;64.8;81
2026-07-22;03:45:04.002;78;41.022100;28.986500;76;44.4;6.4;381;34;55;42.6;32.5;1446;136.8;40;46;35;82;40.5;58.7;28.9;1771;64.9;87
2026-07-22;03:45:04.700;48;41.021100;28.985500;80;41.7;20.5;575;35;52;51.1;25.1;1584;137.0;30;36;40;81;40.5;49.4;27;879;65.1;85
2026-07-22;03:45:05.600;74;41.020100;28.984500;90;49.3;20.9;213;30;52;46.4;12.5;1688;137.4;25;35;33;82;40.4;48.2;13.1;2097;65.3;46
2026-07-22;03:45:06.476;24;41.019100;28.983500;75;44.1;13.7;371;34;72;46.8;38;1517;137.9;30;46;43;82;40.1;52.5;15;340;65.4;21
2026-07-22;03:45:08.065;64;41.018100;28.982500;91;30.4;19.3;354;43;64;57.5;7.4;1529;138.2;30;40;48;82;39.7;30;33.6;524;65.5;47
2026-07-22;03:45:08.385;55;41.017100;28.981500;89;40.8;12.7;685;32;69;50;20.4;1217;138.5;44;41;47;83;39.3;32.9;16.7;1002;65.6;36
2026-07-22;03:45:10.270;71;41.016100;28.980500;83;38.5;8.3;353;39;70;55.3;35.2;1502;138.9;40;46;43;83;39.2;50.2;20.2;2291;65.7;75
2026-07-22;03:45:10.588;79;41.015100;28.979500;94;44.3;15.4;605;44;53;47.3;16.6;899;139.1;42;39;47;83;39.3;38.6;8.9;1597;65.8;35
2026-07-22;03:45:11.497;28;41.016100;28.980500;88;47.1;14.7;771;32;57;41.2;36.8;1749;139.5;25;40;36;83;39.6;44.7;19.2;2025;66.0;69
2026-07-22;03:45:13.376;73;41.017100;28.981500;86;35.3;16.6;264;26;60;46.1;14.2;656;139.6;44;47;37;83;39.8;57.9;34.3;2426;66.0;64
2026-07-22;03:45:13.451;63;41.018100;28.982500;93;33.5;13.6;718;32;60;49;31;1639;139.8;36;35;40;84;40.2;35.4;8.7;555;66.2;59
2026-07-22;03:45:14.569;86;41.019100;28.983500;79;37.9;9.3;309;36;60;42.4;22.7;1507;140.2;32;32;34;84;40.6;40.7;8.9;1736;66.2;49
2026-07-22;03:45:15.466;64;41.020100;28.984500;62;47.2;24.4;536;31;56;42.5;7.2;1396;140.5;27;28;49;84;40.3;37;11.4;1979;66.4;53
2026-07-22;03:45:17.347;29;41.021100;28.985500;63;44.8;10.6;513;44;57;55.8;8.3;947;140.9;33;32;41;83;40.7;43.2;24;1946;66.5;30
2026-07-22;03:45:17.427;87;41.022100;28.986500;84;33.5;7.7;316;32;53;47.8;22.5;1457;141.3;25;34;46;84;41.0;55.3;28;1482;66.6;67
2026-07-22;03:45:18.880;88;41.023100;28.987500;76;37.8;10.4;414;28;73;48;26.3;1505;141.6;36;45;43;84;41.0;55.7;15.8;2004;66.6;46
2026-07-22;03:45:19.774;72;41.024100;28.988500;65;42.6;11.6;374;33;54;57.8;8;1183;142.1;40;30;46;85;40.8;44;8;1369;66.8;50
2026-07-22;03:45:20.665;25;41.025100;28.989500;87;33.9;22.8;435;28;60;48.7;10.8;569;142.5;39;41;42;84;41.0;46.3;26.8;2104;67.0;87
2026-07-22;03:45:21.557;26;41.026100;28.990500;80;30.2;24.6;268;40;51;50.8;31.7;1059;142.9;42;30;34;83;41.4;54.8;40.7;2154;67.1;26
2026-07-22;03:45:22.445;67;41.025100;28.989500;71;39.7;23.6;624;36;61;48.7;25.1;1937;143.3;37;31;48;83;41.4;30.2;46.6;1602;67.3;45
2026-07-22;03:45:23.912;21;41.024100;28.988500;85;37.1;21.7;447;42;74;59.9;10.4;1853;143.5;25;34;43;83;41.0;56.7;35.4;1505;67.4;83
2026-07-22;03:45:24.789;57;41.023100;28.987500;81;31.9;15.2;773;31;65;52;13.8;1437;144.0;38;44;35;83;41.1;44.9;8.3;631;67.5;45
2026-07-22;03:45:25.673;48;41.022100;28.986500;93;42.2;14;489;41;59;47.9;12.7;1056;144.3;35;47;38;83;41.6;32.5;32;1776;67.7;78
2026-07-22;03:45:26.667;64;41.021100;28.985500;70;33.5;23.6;344;25;60;52.6;10.5;1732;144.4;42;31;37;83;42.0;51.9;32;1609;67.9;71
2026-07-22;03:45:27.635;89;41.020100;28.984500;89;33.4;12.6;395;32;54;57.6;25.3;1704;144.5;27;40;49;82;42.2;35.1;7.6;555;67.9;80
2026-07-22;03:45:28.517;72;41.019100;28.983500;67;48.1;17.1;233;31;73;44.5;32.6;1234;145.0;37;40;40;82;42.0;48.7;32.8;527;68.0;22
2026-07-22;03:45:30.397;77;41.018100;28.982500;74;39.2;21.3;573;40;68;51.6;25.6;1529;145.5;28;36;46;82;41.9;31.5;13.7;1468;68.0;87
2026-07-22;03:45:30.473;56;41.017100;28.981500;72;46.9;20.8;596;37;66;49.1;26;1823;145.9;37;38;41;81;41.5;48.2;24;1499;68.2;66
2026-07-22;03:45:31.457;20;41.016100;28.980500;76;46.3;21.5;600;31;50;40.4;32.6;979;146.3;29;41;32;80;41.4;35.9;13.6;1225;68.3;89
2026-07-22;03:45:32.882;80;41.015100;28.979500;93;31.6;17.5;273;40;57;59.5;36.2;1871;146.7;36;29;39;81;41.5;32.2;25.1;831;68.4;34
2026-07-22;03:45:33.772;69;41.016100;28.980500;90;34.9;8.2;792;38;58;59.6;13.9;1436;147.0;35;37;40;81;41.5;51.5;33.9;1766;68.5;29
2026-07-22;03:45:34.634;44;41.017100;28.981500;98;39.3;23;450;26;56;42.7;18.3;1220;147.4;43;42;46;81;41.2;48.5;33.2;356;68.6;37
2026-07-22;03:45:35.512;44;41.018100;28.982500;99;31;22.2;529;34;57;52;23.3;1470;147.6;39;36;35;81;40.8;35.2;39;1790;68.7;33
2026-07-22;03:45:37.391;54;41.019100;28.983500;99;46.7;15.5;697;43;63;49.1;36.3;1847;148.0;29;31;48;81;40.9;59.3;31.6;444;68.9;47
2026-07-22;03:45:37.481;54;41.020100;28.984500;95;33.3;14.5;303;27;65;47.9;10.4;533;148.3;40;41;49;80;40.9;40.3;17;1566;69.0;49
2026-07-22;03:45:39.054;56;41.021100;28.985500;77;32.9;19.9;323;44;71;58;28.3;1386;148.7;32;40;35;80;40.9;44.6;41.1;887;69.1;26
2026-07-22;03:45:40.007;40;41.022100;28.986500;82;44.9;23.9;250;32;70;46.2;9.7;966;148.8;26;32;35;80;41.1;55.8;17.3;2003;69.2;51
2026-07-22;03:45:40.544;23;41.023100;28.987500;71;40.4;12.5;526;41;56;42.3;14.3;519;149.0;31;40;38;80;41.4;40.9;30.7;1003;69.3;40
