date;time;h;x;y;gs;fv;fa;fw;fet;fit;bv;bc;bw;bwh;t1;t2;t3;soc;ke;jv;jc;jw;jwh;gsmspeed
2026-07-18;05:47:57.266;29.96;50.52866045;18.09735465;20;36.09;26.62;960.7;36.4;62.0;308.0;17.30;1596;4.772;32.7;34.0;33.1;85.0;44.9952;34.23;26.89;804.0;2.133;107
2026-07-18;05:47:57.364;29.28;50.52865233;18.09737378;21;36.33;26.20;951.7;36.2;62.2;308.7;17.02;1612;4.862;32.6;33.9;33.2;85.0;44.9951;34.08;27.63;792.4;2.177;109
2026-07-18;05:47:57.532;28.85;50.52864433;18.09739264;20;36.62;26.43;967.6;36.5;62.4;309.0;16.48;1636;4.953;32.7;33.9;33.4;85.0;44.9950;34.25;28.45;810.1;2.222;110
2026-07-18;05:47:58.303;28.26;50.52863649;18.09741112;19;36.35;25.87;940.2;36.9;62.2;308.7;17.63;1670;5.045;32.6;33.8;33.6;84.9;44.9950;34.10;28.43;801.2;2.266;112
2026-07-18;05:47:58.304;28.09;50.52862870;18.09742948;19;36.23;26.59;963.5;36.9;61.9;309.1;18.45;1688;5.139;32.7;33.7;33.6;84.9;44.9949;34.43;28.67;794.7;2.310;114
2026-07-18;05:47:58.605;28.07;50.52862092;18.09744783;18;36.10;26.07;941.1;36.9;62.3;309.8;17.82;1669;5.232;32.7;33.7;33.6;84.9;44.9948;34.19;29.16;780.6;2.354;115
2026-07-18;05:47:58.819;27.65;50.52860602;18.09745241;19;36.30;26.03;944.9;37.0;61.9;310.5;17.63;1678;5.325;32.6;33.8;33.4;84.9;44.9947;33.79;28.28;765.2;2.396;117
2026-07-18;05:47:58.819;26.69;50.52859276;18.09745470;20;36.50;26.24;957.7;36.9;62.1;311.1;16.55;1669;5.418;32.4;33.6;33.4;84.9;44.9946;33.55;27.95;774.0;2.439;118
2026-07-18;05:47:59.172;26.52;50.52857959;18.09745697;21;36.28;26.79;971.7;36.8;62.3;310.7;16.55;1689;5.512;32.7;33.8;33.4;84.9;44.9945;33.77;28.15;781.6;2.483;120
2026-07-18;05:47:59.172;26.08;50.52856664;18.09745920;21;36.21;26.33;953.3;37.0;62.6;311.2;15.39;1700;5.606;32.8;34.0;33.5;84.9;44.9944;34.15;28.00;796.6;2.527;121
2026-07-18;05:47:59.575;25.53;50.52855397;18.09746139;20;36.10;26.73;964.9;36.8;62.3;311.6;15.62;1739;5.703;32.9;34.0;33.4;84.9;44.9943;33.97;27.40;795.1;2.571;122
2026-07-18;05:47:59.575;25.31;50.52854140;18.09746355;21;35.90;27.53;988.3;36.7;62.5;311.1;15.00;1742;5.800;32.7;34.1;33.2;84.9;44.9942;34.20;26.67;792.8;2.615;124
2026-07-18;05:47:59.921;25.13;50.52852892;18.09746570;20;35.93;26.78;962.1;36.5;62.0;311.5;15.58;1729;5.896;32.4;33.9;33.1;84.9;44.9941;33.84;26.59;815.5;2.660;125
2026-07-18;05:48:00.036;24.54;50.52851673;18.09746781;19;35.65;27.35;975.0;36.5;61.4;311.8;16.43;1722;5.991;32.5;34.0;33.1;84.9;44.9940;33.68;26.83;840.0;2.707;127
2026-07-18;05:48:00.037;24.45;50.52850459;18.09746990;20;35.54;27.21;967.1;36.3;60.9;311.8;17.34;1706;6.086;32.6;34.1;32.8;84.9;44.9939;33.99;27.69;863.5;2.755;128
2026-07-18;05:48:00.117;24.16;50.52849259;18.09747197;21;35.59;27.65;984.0;36.2;61.1;312.1;16.59;1697;6.180;32.6;33.9;32.7;84.9;44.9938;33.63;26.83;880.1;2.804;129
2026-07-18;05:48:00.285;24.53;50.52848041;18.09747407;21;35.35;27.99;989.5;36.4;61.2;312.0;16.05;1676;6.274;32.7;33.9;32.9;84.9;44.9937;33.41;26.55;896.4;2.854;131
2026-07-18;05:48:00.547;23.99;50.52846849;18.09747612;20;35.21;28.73;1011.7;36.2;61.2;312.6;16.37;1658;6.366;32.8;33.8;32.9;84.9;44.9936;33.08;26.99;918.4;2.905;132
2026-07-18;05:48:00.823;23.51;50.52845681;18.09747814;20;35.31;28.63;1011.0;36.4;60.9;312.7;15.38;1669;6.458;32.7;34.0;33.0;84.9;44.9935;33.22;27.15;899.9;2.955;133
2026-07-18;05:48:01.232;23.07;50.52844535;18.09748011;19;35.41;28.21;999.0;36.7;60.2;312.8;14.68;1633;6.549;32.8;34.2;32.8;84.9;44.9935;33.60;27.95;884.4;3.004;135
2026-07-18;05:48:01.544;23.02;50.52843392;18.09748208;18;35.61;27.43;976.6;36.5;59.8;312.8;14.99;1654;6.641;32.9;34.0;33.0;84.9;44.9934;33.89;28.44;867.4;3.052;136
2026-07-18;05:48:01.729;22.67;50.52842267;18.09748402;19;35.61;27.46;977.9;36.3;59.9;313.2;16.07;1627;6.731;33.1;34.0;33.2;84.9;44.9933;34.20;27.64;853.9;3.100;137
2026-07-18;05:48:01.960;22.58;50.52841145;18.09748596;19;35.37;26.79;947.6;36.4;59.6;313.4;15.79;1659;6.824;33.2;33.9;33.5;84.9;44.9932;34.17;28.51;859.3;3.147;138
2026-07-18;05:48:01.961;22.51;50.52840027;18.09748788;20;35.47;26.46;938.6;36.6;60.0;313.2;15.61;1691;6.917;33.1;33.8;33.6;84.9;44.9931;33.92;28.25;851.5;3.195;140
2026-07-18;05:48:02.148;22.76;50.52838897;18.09748983;19;35.77;25.82;923.6;36.7;60.1;312.5;16.05;1697;7.012;33.0;33.8;33.5;84.9;44.9930;33.99;28.63;844.3;3.242;141
2026-07-18;05:48:02.298;22.98;50.52837755;18.09749180;20;35.77;26.13;934.4;36.6;60.1;312.7;16.66;1722;7.107;32.8;33.6;33.5;84.9;44.9929;34.15;28.68;832.5;3.288;142
2026-07-18;05:48:02.745;23.21;50.52836603;18.09749379;19;35.58;25.38;903.0;36.5;60.6;312.0;17.34;1696;7.202;32.6;33.6;33.7;84.9;44.9928;33.85;28.54;853.0;3.335;143
2026-07-18;05:48:02.981;23.01;50.52835460;18.09749576;20;35.80;26.00;931.0;36.7;60.2;311.6;16.34;1679;7.295;32.8;33.8;33.5;84.9;44.9927;34.24;28.46;831.4;3.381;145
2026-07-18;05:48:02.981;22.81;50.52834327;18.09749771;20;35.76;26.44;945.4;36.6;60.1;311.1;16.08;1676;7.388;32.6;33.9;33.6;84.9;44.9926;33.91;28.28;839.0;3.428;146
2026-07-18;05:48:03.242;22.34;50.52833217;18.09749963;20;35.99;26.18;942.2;36.6;60.3;311.2;16.84;1700;7.482;32.7;33.9;33.8;84.9;44.9925;34.18;27.86;820.1;3.474;147
2026-07-18;05:48:03.556;22.90;50.52832048;18.09748953;20;36.22;26.73;968.4;36.7;60.1;311.5;17.97;1681;7.576;32.6;33.7;33.9;84.9;44.9924;33.80;28.37;807.4;3.518;149
2026-07-18;05:48:03.782;22.69;50.52831119;18.09747931;21;36.15;26.44;955.7;36.6;60.4;311.2;18.87;1705;7.671;32.6;33.7;33.9;84.9;44.9923;33.96;28.35;822.3;3.564;150
2026-07-18;05:48:03.783;23.06;50.52830175;18.09746893;20;36.23;25.72;932.0;36.7;60.0;311.2;19.01;1704;7.765;32.5;33.5;33.7;84.9;44.9922;33.57;27.66;825.5;3.610;151
2026-07-18;05:48:03.859;23.27;50.52829222;18.09745844;20;36.48;25.51;930.5;36.4;59.5;311.1;18.09;1704;7.860;32.3;33.3;33.8;84.9;44.9921;33.39;27.96;804.8;3.655;152
2026-07-18;05:48:03.893;23.32;50.52828268;18.09744794;19;36.67;26.00;953.4;36.4;59.0;310.8;18.01;1694;7.954;32.3;33.4;33.6;84.9;44.9920;33.01;28.66;817.3;3.700;154
2026-07-18;05:48:04.077;23.25;50.52827315;18.09743747;19;36.50;25.27;922.3;36.1;59.0;310.2;18.60;1696;8.048;32.3;33.5;33.4;84.9;44.9920;32.72;28.68;831.8;3.746;155
2026-07-18;05:48:04.345;23.02;50.52826373;18.09742710;18;36.63;25.09;919.3;36.5;59.3;310.4;18.53;1663;8.141;32.1;33.4;33.3;84.9;44.9919;32.92;29.11;832.2;3.793;156
2026-07-18;05:48:04.581;23.50;50.52825411;18.09741652;19;36.43;24.78;902.7;36.2;58.8;310.1;19.04;1639;8.232;32.2;33.3;33.1;84.9;44.9918;33.23;28.65;847.1;3.840;158
2026-07-18;05:48:04.873;23.63;50.52824443;18.09740588;20;36.20;25.35;917.8;36.0;59.0;309.8;19.28;1603;8.321;32.4;33.5;33.1;84.9;44.9917;33.04;29.41;823.2;3.885;159
2026-07-18;05:48:04.986;24.02;50.52823460;18.09739506;19;35.94;24.76;889.7;35.8;59.4;310.0;18.91;1576;8.408;32.5;33.5;33.2;84.9;44.9916;32.69;28.84;831.5;3.932;160
2026-07-18;05:48:06.017;23.67;50.52822490;18.09738440;20;36.07;25.36;914.9;35.7;58.7;310.6;18.17;1578;8.496;32.5;33.3;33.4;84.9;44.9915;32.74;29.41;814.5;3.977;161
2026-07-18;05:48:06.020;23.80;50.52821516;18.09737367;19;35.98;24.60;885.2;35.6;59.3;310.7;19.06;1576;8.584;32.4;33.5;33.6;84.9;44.9914;32.68;28.99;828.0;4.023;163
2026-07-18;05:48:06.060;23.54;50.52820552;18.09736307;18;36.07;24.17;871.7;35.7;58.8;311.1;18.82;1611;8.673;32.2;33.3;33.5;84.9;44.9913;32.56;28.75;806.2;4.068;164
2026-07-18;05:48:06.060;23.49;50.52819590;18.09735249;17;36.36;24.02;873.3;35.9;58.4;311.8;18.21;1616;8.763;32.4;33.4;33.3;84.9;44.9912;32.64;28.31;825.8;4.113;165
2026-07-18;05:48:06.062;23.46;50.52818629;18.09734192;18;36.10;23.35;842.7;35.9;58.2;312.5;19.04;1649;8.854;32.3;33.4;33.3;84.9;44.9911;32.43;28.47;834.9;4.160;167
2026-07-18;05:48:06.143;23.32;50.52817674;18.09733142;18;36.13;22.83;824.9;36.0;57.7;312.5;19.33;1649;8.946;32.4;33.4;33.3;84.9;44.9911;32.21;28.60;837.4;4.206;168
2026-07-18;05:48:06.307;23.43;50.52816715;18.09732086;17;36.14;22.98;830.3;35.7;57.6;312.2;19.22;1642;9.037;32.6;33.4;33.2;84.9;44.9910;32.26;28.07;842.2;4.253;169
2026-07-18;05:48:06.792;22.96;50.52815775;18.09731052;17;36.09;23.71;855.6;35.7;57.5;311.7;18.15;1665;9.130;32.7;33.6;33.2;84.9;44.9909;32.63;27.84;819.1;4.299;171
2026-07-18;05:48:06.865;22.88;50.52814838;18.09730022;16;36.04;24.04;866.5;35.5;57.1;312.2;19.19;1659;9.222;32.7;33.3;33.2;84.9;44.9908;32.53;28.08;813.1;4.344;172
2026-07-18;05:48:07.267;22.46;50.52813918;18.09729010;17;36.21;24.07;871.5;35.8;57.7;311.5;19.19;1667;9.315;32.6;33.4;33.0;84.9;44.9907;32.29;28.02;834.1;4.390;173
2026-07-18;05:48:07.807;22.40;50.52813001;18.09728001;18;36.14;24.63;890.2;35.7;57.2;311.4;19.50;1676;9.408;32.8;33.6;32.9;84.9;44.9906;32.65;28.20;818.4;4.436;174
2026-07-18;05:48:07.807;22.82;50.52812067;18.09726973;19;35.92;24.15;867.4;35.3;57.6;311.5;20.66;1650;9.499;32.9;33.4;33.0;84.9;44.9905;33.03;29.06;815.6;4.481;176
2026-07-18;05:48:08.081;22.90;50.52811129;18.09725942;20;35.93;24.12;866.6;35.1;58.1;311.0;20.65;1622;9.589;32.9;33.3;33.2;84.9;44.9904;32.88;29.76;823.3;4.527;177
2026-07-18;05:48:08.082;22.60;50.52810204;18.09724924;19;35.92;23.69;850.9;35.4;57.6;311.5;21.32;1582;9.677;33.0;33.2;32.9;84.9;44.9903;32.59;29.73;821.8;4.572;178
2026-07-18;05:48:08.310;22.72;50.52809274;18.09723901;20;35.86;24.31;871.7;35.4;57.6;311.5;21.86;1581;9.765;33.0;33.2;33.0;84.9;44.9902;32.36;30.54;796.8;4.617;179
2026-07-18;05:48:08.448;23.04;50.52808331;18.09722864;20;36.06;24.24;874.0;35.1;58.1;310.8;21.30;1548;9.851;33.3;33.2;32.8;84.9;44.9901;32.03;31.28;778.0;4.660;181
2026-07-18;05:48:08.455;22.99;50.52807389;18.09721828;20;36.17;24.58;889.0;35.2;58.4;311.2;20.52;1559;9.938;33.0;33.1;32.6;84.9;44.9901;31.66;31.91;764.9;4.702;182
2026-07-18;05:48:08.536;22.77;50.52806457;18.09720802;19;36.06;24.76;892.7;35.4;58.1;310.7;20.78;1585;10.026;32.9;32.9;32.7;84.9;44.9900;31.52;31.55;766.6;4.745;183
2026-07-18;05:48:08.719;22.48;50.52805537;18.09719790;19;36.11;25.13;907.6;35.0;58.0;311.0;20.14;1578;10.114;32.9;33.0;32.5;84.9;44.9899;31.76;31.67;746.7;4.786;184
2026-07-18;05:48:08.948;22.47;50.52804617;18.09718778;18;36.32;25.36;921.1;34.9;58.7;310.8;20.20;1594;10.202;32.8;32.9;32.6;84.9;44.9898;31.85;32.18;721.9;4.826;186
2026-07-18;05:48:09.117;22.54;50.52803694;18.09717763;19;36.29;25.56;927.4;34.7;58.5;311.2;20.23;1600;10.291;32.6;32.7;32.8;84.9;44.9897;31.49;31.32;717.4;4.866;187
2026-07-18;05:48:09.280;22.75;50.52802992;18.09716865;18;36.47;25.65;935.6;34.6;58.8;310.9;19.29;1564;10.378;32.5;32.6;33.0;84.9;44.9896;31.42;30.79;700.1;4.905;188
2026-07-18;05:48:09.483;24.93;50.52802877;18.09714914;19;36.50;24.99;912.3;34.7;58.7;310.8;18.62;1600;10.467;32.7;32.6;32.9;84.9;44.9895;31.39;31.46;694.1;4.944;190
2026-07-18;05:48:09.680;26.16;50.52802757;18.09712867;20;36.60;24.24;887.2;34.6;59.0;310.9;17.46;1572;10.554;32.5;32.6;32.7;84.9;44.9894;31.62;31.35;717.1;4.984;191
2026-07-18;05:48:09.881;28.33;50.52802626;18.09710650;19;36.58;24.08;880.8;35.0;59.6;311.0;16.41;1577;10.642;32.6;32.8;32.5;84.9;44.9894;31.61;31.58;704.8;5.023;193
2026-07-18;05:48:10.093;29.46;50.52802491;18.09708344;18;36.42;23.29;848.2;34.9;59.1;310.4;15.94;1612;10.731;32.3;32.5;32.6;84.9;44.9893;31.30;30.87;714.0;5.062;194
2026-07-18;05:48:10.321;30.41;50.52802351;18.09705964;17;36.26;23.04;835.4;35.2;59.6;310.6;15.48;1648;10.823;32.5;32.4;32.6;84.9;44.9892;31.53;30.92;708.8;5.102;196
2026-07-18;05:48:10.481;30.63;50.52802210;18.09703567;17;36.36;22.76;827.5;35.6;59.8;310.4;16.55;1613;10.912;32.6;32.2;32.6;84.9;44.9891;31.22;30.36;724.8;5.142;198
2026-07-18;05:48:10.681;32.09;50.52802062;18.09701055;16;36.52;22.93;837.3;35.7;60.3;311.0;17.08;1649;11.004;32.4;32.3;32.7;84.9;44.9890;31.47;31.17;746.2;5.184;199
2026-07-18;05:48:10.883;33.66;50.52802000;18.09697028;16;36.47;22.63;825.5;35.8;60.4;310.3;16.85;1665;11.097;32.3;32.1;32.9;84.9;44.9889;31.68;30.72;753.0;5.225;201
2026-07-18;05:48:11.084;34.93;50.52802000;18.09694282;16;36.18;21.88;791.5;35.7;60.3;310.0;17.37;1634;11.187;32.5;32.2;33.1;84.9;44.9888;31.28;30.64;754.0;5.267;203
2026-07-18;05:48:11.281;35.50;50.52802000;18.09691492;17;36.45;21.26;774.9;35.3;60.2;310.7;17.95;1607;11.277;32.2;32.4;33.0;84.9;44.9887;31.14;31.17;741.9;5.308;205
2026-07-18;05:48:11.776;36.19;50.52802000;18.09688648;17;36.37;20.93;761.3;35.6;60.7;311.2;16.88;1631;11.367;32.1;32.6;32.9;84.9;44.9886;31.36;30.27;746.1;5.350;207
2026-07-18;05:48:11.833;36.19;50.52802000;18.09685803;17;36.10;21.61;780.0;35.3;60.2;311.1;17.38;1612;11.457;32.3;32.8;32.9;84.9;44.9885;31.68;30.10;766.8;5.393;209
2026-07-18;05:48:12.050;36.90;50.52802000;18.09682903;17;36.30;22.39;812.7;35.4;60.7;311.8;16.19;1644;11.548;32.2;32.7;32.9;84.9;44.9885;31.29;29.20;780.7;5.436;211
2026-07-18;05:48:12.084;37.59;50.52802000;18.09679948;16;36.00;23.03;829.1;35.4;61.2;311.9;16.86;1656;11.640;32.0;32.9;33.2;84.9;44.9884;31.13;30.01;784.8;5.480;213
2026-07-18;05:48:12.281;37.53;50.52802000;18.09676998;17;36.24;23.19;840.3;35.8;61.6;311.6;16.65;1622;11.730;32.0;32.8;33.2;84.9;44.9883;31.04;30.51;794.7;5.524;216
2026-07-18;05:48:12.482;37.40;50.52802000;18.09674059;16;36.17;23.03;833.1;35.7;61.1;312.3;17.09;1599;11.819;32.0;32.8;33.4;84.9;44.9882;30.79;30.40;786.5;5.567;218
