date;time;h;x;y;gs;fv;fa;fw;fet;fit;bv;bc;bw;bwh;t1;t2;t3;soc;ke;jv;jc;jw;jwh;gsmspeed
2026-07-21;04:02:03.095;55;41.018100;28.982500;70;48.3;9.1;585;28;74;56.3;37.1;967;158.1;38;35;49;97;47.5;45.8;22.4;972;74.8;64
2026-07-21;04:02:04.475;53;41.017100;28.981500;93;43.9;14.7;296;33;63;49.6;39;1736;158.5;39;34;44;97;47.7;50.4;40;2466;74.9;53
2026-07-21;04:02:05.352;86;41.016100;28.980500;70;46;17.7;713;42;53;53.2;33.6;1311;158.9;27;45;45;97;47.7;47.5;34.5;477;75.0;77
2026-07-21;04:02:06.060;87;41.015100;28.979500;99;38.9;21.5;264;29;68;56.9;14.2;1508;159.4;39;34;38;97;47.6;50.6;24.6;1191;75.1;72
2026-07-21;04:02:06.945;74;41.016100;28.980500;68;47.5;19;677;37;59;45.5;17.2;1143;159.6;43;46;49;97;48.0;40.7;43.8;1345;75.3;23
2026-07-21;04:02:08.359;89;41.017100;28.981500;70;41.3;18;740;43;51;46.9;36.7;1421;159.9;27;28;43;97;48.2;49.5;7.6;370;75.4;71
2026-07-21;04:02:08.850;58;41.018100;28.982500;66;36.3;20.8;624;35;69;52.9;25;928;160.2;26;42;49;96;48.2;38.1;9;657;75.5;45
2026-07-21;04:02:10.020;25;41.019100;28.983500;84;42.6;23.7;609;31;51;59;39.3;1553;160.4;27;41;34;97;48.5;45.3;8.6;306;75.6;79
2026-07-21;04:02:11.429;42;41.020100;28.984500;86;46.8;17.7;376;43;59;47.2;14.5;982;160.7;26;40;47;97;48.9;52.5;28.8;1514;75.8;48
2026-07-21;04:02:12.295;84;41.021100;28.985500;84;47.7;17.9;525;25;67;49.8;26.7;647;161.0;44;35;48;98;48.7;55.2;44.3;1691;75.9;66
2026-07-21;04:02:13.149;52;41.022100;28.986500;88;39.6;10.6;303;26;58;47.5;7.5;1415;161.4;38;29;32;99;48.2;37;30.9;656;76.0;57
2026-07-21;04:02:13.991;23;41.023100;28.987500;77;48.1;11.8;739;40;72;51.5;6.5;884;161.9;37;47;32;99;48.2;41.9;5.5;2367;76.1;60
2026-07-21;04:02:15.813;33;41.024100;28.988500;89;32.6;17.2;421;33;51;53.3;34.3;695;162.4;32;29;39;99;47.8;41.2;32.4;350;76.2;78
2026-07-21;04:02:15.884;45;41.025100;28.989500;94;40.7;14.6;413;42;74;56.4;10;1168;162.8;36;32;48;99;48.1;45.9;33;1862;76.4;69
2026-07-21;04:02:17.391;65;41.026100;28.990500;85;30.8;18.4;775;34;63;48.2;7.7;1828;163.0;27;35;37;99;48.5;58.5;32.7;1880;76.5;71
2026-07-21;04:02:18.253;23;41.025100;28.989500;95;44.8;8.7;267;39;56;40.6;39.3;1271;163.4;27;36;41;98;48.1;39.4;37;2380;76.7;53
2026-07-21;04:02:19.238;22;41.024100;28.988500;76;39.5;18.6;525;27;50;44.5;18.5;1813;163.6;44;41;33;98;47.8;50.2;9.6;876;76.8;44
2026-07-21;04:02:20.649;21;41.023100;28.987500;99;45.5;22.5;467;38;72;44.2;24.3;1853;164.0;31;37;46;98;48.1;48.5;23;322;76.9;62
2026-07-21;04:02:21.000;42;41.022100;28.986500;72;42.7;17;674;30;71;46.9;19.8;944;164.1;34;36;31;98;48.3;53.1;17.7;1840;77.0;45
2026-07-21;04:02:22.777;54;41.021100;28.985500;90;31.8;18.6;620;29;64;48.2;16.8;1748;164.5;34;41;31;98;48.7;38.2;48.9;2262;77.1;58
2026-07-21;04:02:23.074;85;41.020100;28.984500;86;37.2;15;279;33;51;46.6;31;596;165.0;28;32;33;98;48.6;56.5;49.9;1222;77.2;58
2026-07-21;04:02:24.515;57;41.019100;28.983500;68;45.4;9.5;681;39;68;47.9;22;1674;165.4;29;42;35;97;48.2;44;18.3;1466;77.2;69
2026-07-21;04:02:25.341;30;41.018100;28.982500;78;30.6;5.5;256;34;60;44.4;29;766;165.5;30;29;39;96;48.4;40.2;5.3;2369;77.3;62
2026-07-21;04:02:26.831;83;41.017100;28.981500;76;47.4;19.5;636;30;72;53.8;28.8;1491;165.6;32;35;36;97;48.9;55.9;34.9;747;77.5;23
2026-07-21;04:02:27.408;49;41.016100;28.980500;83;34.7;12.5;369;30;50;53.8;7.3;1605;165.9;41;28;35;97;48.6;55.5;35.6;1390;77.6;22
2026-07-21;04:02:29.274;89;41.015100;28.979500;67;41.1;9.4;642;29;69;58.3;37.5;1411;166.2;32;35;49;97;48.3;32.8;8.2;1194;77.7;29
2026-07-21;04:02:30.601;86;41.016100;28.980500;79;43.8;22.3;237;31;74;47.6;31.6;1752;166.6;29;38;30;97;47.9;56.3;22.5;676;77.8;55
2026-07-21;04:02:30.728;52;41.017100;28.981500;71;39.6;11.9;793;43;63;50.5;19.4;1538;166.9;42;40;32;96;48.1;39.7;29;2053;78.0;78
2026-07-21;04:02:31.399;28;41.018100;28.982500;62;44.1;15;505;29;70;42.9;36.9;1593;167.2;41;43;48;97;48.1;55;20.6;1010;78.1;64
2026-07-21;04:02:31.897;38;41.019100;28.983500;87;46.8;5.3;736;26;70;55.1;25.9;771;167.5;31;38;32;97;48.1;32;39;2455;78.3;89
2026-07-21;04:02:33.355;51;41.020100;28.984500;89;40.7;16.2;503;42;64;53.2;22.9;1007;167.8;27;43;35;97;48.1;34.4;10.5;2385;78.4;36
2026-07-21;04:02:33.965;32;41.021100;28.985500;79;48.9;21.1;403;31;56;51;20.5;851;168.1;43;35;48;97;48.4;45.6;12.6;304;78.6;88
2026-07-21;04:02:35.770;89;41.022100;28.986500;66;41.4;19.9;712;35;67;45.3;21.1;1829;168.6;32;47;42;97;48.3;51.6;14.8;2414;78.7;55
2026-07-21;04:02:36.050;68;41.023100;28.987500;73;48.2;7.8;467;36;68;48.3;14.5;1193;168.9;33;32;42;98;48.7;58.3;33;1850;78.8;75
2026-07-21;04:02:37.047;52;41.024100;28.988500;90;35;8.6;479;28;55;41.1;7;1729;169.2;44;47;34;98;48.2;37.8;8.3;806;79.0;35
2026-07-21;04:02:37.850;87;41.025100;28.989500;72;49;13.6;742;27;71;50.9;22.4;1356;169.7;39;41;40;97;48.6;30.7;25.9;2280;79.0;41
2026-07-21;04:02:38.858;71;41.026100;28.990500;93;48.8;23.8;258;43;69;55.1;21.3;1476;170.0;40;34;41;98;48.3;53.7;30.7;1725;79.1;70
2026-07-21;04:02:39.982;72;41.025100;28.989500;69;33.3;13.4;420;37;61;43.5;35.1;874;170.3;25;42;40;98;48.0;41.8;10.2;677;79.2;82
2026-07-21;04:02:41.396;49;41.024100;28.988500;92;42.5;24.9;757;41;50;46.5;36.4;1872;170.4;37;43;36;98;47.9;46.7;35.4;954;79.3;60
2026-07-21;04:02:42.804;86;41.023100;28.987500;64;37.7;22.8;439;29;74;50.3;9.5;1470;170.6;33;34;33;98;48.1;40.5;44.5;2264;79.4;22
2026-07-21;04:02:43.104;62;41.022100;28.986500;89;40;11.1;234;34;50;40.2;37;1433;171.0;43;31;44;98;48.3;56.9;6.3;1791;79.5;41
2026-07-21;04:02:43.991;34;41.021100;28.985500;82;34.3;17.6;283;26;58;41.9;10.1;1605;171.1;25;47;31;99;47.9;51;32.1;2243;79.6;37
2026-07-21;04:02:45.815;60;41.020100;28.984500;83;42.7;8.4;598;38;63;56.5;8.4;1999;171.5;26;38;49;99;48.4;30.4;28.3;1798;79.7;46
2026-07-21;04:02:45.888;30;41.019100;28.983500;63;42.5;13.2;706;27;68;47.6;33.1;1142;171.8;31;28;49;99;48.3;41.7;5;513;79.9;37
2026-07-21;04:02:46.871;68;41.018100;28.982500;87;48.2;8.5;632;34;50;52.5;17;1169;172.1;43;33;49;99;48.2;31.9;41.6;1012;80.0;29
2026-07-21;04:02:48.099;82;41.017100;28.981500;97;45.8;16.5;420;30;70;43.7;20.7;1920;172.4;37;41;40;99;48.6;52.1;44.7;1778;80.1;64
2026-07-21;04:02:49.668;82;41.016100;28.980500;92;42.6;15.9;526;33;55;48.7;16.4;1068;172.6;39;36;30;100;48.3;55.5;20.6;2254;80.3;36
2026-07-21;04:02:50.206;37;41.015100;28.979500;84;47.7;23;352;39;69;46.2;7.8;1503;172.7;35;47;36;99;48.0;46.4;21.6;613;80.5;82
2026-07-21;04:02:50.900;41;41.016100;28.980500;78;35.2;21;315;27;53;47.8;23.1;1746;173.0;29;36;30;98;48.3;55.5;25.6;1383;80.6;60
2026-07-21;04:02:52.139;57;41.017100;28.981500;84;35.8;8.3;261;31;73;48.1;9.5;1437;173.2;34;29;49;99;48.2;43.7;40.1;837;80.8;35
2026-07-21;04:02:53.085;46;41.018100;28.982500;61;33.2;15;662;43;61;41.7;14.7;1822;173.4;43;28;39;100;48.4;34.9;14.6;812;80.8;42
2026-07-21;04:02:54.092;33;41.019100;28.983500;86;35;9.1;351;35;67;45.9;28.4;1781;173.9;25;33;34;99;48.5;42.2;11.4;1044;81.0;70
2026-07-21;04:02:54.904;79;41.020100;28.984500;98;35.7;16.4;207;40;50;50;22.3;1732;174.0;41;40;42;98;48.3;41;30.3;2071;81.1;55
2026-07-21;04:02:55.917;49;41.021100;28.985500;90;40.5;11.5;777;34;66;48.2;23.5;996;174.5;39;37;30;98;48.6;31.1;22.6;1954;81.2;61
2026-07-21;04:02:56.911;21;41.022100;28.986500;62;42.5;16.4;355;29;53;55.3;29.5;1083;174.9;41;46;34;98;48.3;33.8;45.5;2345;81.3;83
2026-07-21;04:02:57.912;26;41.023100;28.987500;84;31.1;17.4;269;28;71;45.1;7.3;1547;175.1;35;30;37;99;48.0;30.5;45.8;1746;81.4;78
2026-07-21;04:02:59.317;76;41.024100;28.988500;86;36.3;13.5;455;35;65;42.6;21.1;1092;175.3;27;29;33;98;48.2;36.2;44.5;1844;81.5;55
2026-07-21;04:03:00.736;47;41.025100;28.989500;85;49.7;5.7;550;27;61;49.4;35.1;1478;175.8;39;28;34;98;48.4;44;37.2;1226;81.7;66
2026-07-21;04:03:01.050;86;41.026100;28.990500;67;48.6;5.6;693;35;68;53.2;27.2;1889;176.0;29;44;32;98;48.5;46.1;7.4;379;81.9;78
2026-07-21;04:03:02.882;50;41.025100;28.989500;77;38.7;21.9;784;38;68;43.7;10.4;1856;176.1;31;40;40;97;48.5;51.4;23.5;1344;81.9;74
2026-07-21;04:03:02.970;50;41.024100;28.988500;86;35.6;20.9;614;40;70;49.2;36.5;1682;176.5;28;42;43;97;48.5;47.1;38.5;953;82.1;36
2026-07-21;04:03:04.348;86;41.023100;28.987500;80;38.5;17.5;641;39;62;42.4;21;956;176.8;30;46;45;96;48.3;39.7;9.6;1100;82.3;79
2026-07-21;04:03:05.225;55;41.022100;28.986500;77;42.9;13.1;251;25;64;54.6;17.2;1146;177.0;36;44;48;95;48.5;49.9;34.9;1713;82.4;54
2026-07-21;04:03:06.079;20;41.021100;28.985500;73;36;16.3;635;36;63;49.4;12.4;858;177.2;36;36;31;96;49.0;58.8;12.7;1778;82.5;25
2026-07-21;04:03:07.921;75;41.020100;28.984500;68;30.5;11.4;730;42;53;57.1;28.1;804;177.6;27;29;41;95;49.4;52.2;44.7;1221;82.7;70
2026-07-21;04:03:08.017;63;41.019100;28.983500;96;41.5;12.4;235;29;70;41;39.9;1789;177.7;33;38;39;95;49.1;58.8;32.1;1073;82.9;23
2026-07-21;04:03:09.910;89;41.018100;28.982500;64;47.6;10;339;34;61;53;34.7;906;177.8;36;37;35;94;48.9;52.3;17.5;2112;83.0;66
2026-07-21;04:03:09.982;40;41.017100;28.981500;89;42.4;24.1;779;40;53;49.6;34.2;632;178.2;30;46;35;93;48.8;59.8;9.5;2188;83.2;27
2026-07-21;04:03:11.371;27;41.016100;28.980500;83;39.5;23.7;726;33;62;42.1;6.6;759;178.7;44;42;46;93;48.4;52.6;28.4;531;83.3;42
2026-07-21;04:03:12.755;34;41.015100;28.979500;88;40.8;13.9;270;44;66;40.8;30.1;1489;179.0;25;47;34;93;48.9;54;9.3;2010;83.3;72
2026-07-21;04:03:13.051;50;41.016100;28.980500;62;33.3;6.9;432;27;62;49.6;22.8;652;179.5;34;29;41;93;48.9;44;16.7;1568;83.5;84
2026-07-21;04:03:14.421;25;41.017100;28.981500;74;43.1;9.6;385;34;64;40.7;22.6;1316;179.9;25;39;48;92;49.0;30.5;32;2142;83.6;34
2026-07-21;04:03:15.805;78;41.018100;28.982500;77;39.6;11.4;392;34;60;53.7;26;1044;180.3;43;47;47;93;48.9;54.5;25.3;1036;83.7;64
2026-07-21;04:03:16.103;23;41.019100;28.983500;67;43.6;23.3;664;25;51;42.4;35.1;773;180.8;42;39;45;93;49.0;42;39.7;1062;83.8;25
2026-07-21;04:03:16.992;21;41.020100;28.984500;94;38.3;7.4;411;34;61;40.7;19.3;1575;181.0;33;45;38;92;49.0;51.3;33.8;2201;83.9;74
2026-07-21;04:03:18.797;40;41.021100;28.985500;83;34.6;19.7;460;25;74;49.5;9.7;1983;181.2;37;43;40;92;48.6;54.3;36.8;459;84.0;20
2026-07-21;04:03:19.118;26;41.022100;28.986500;88;35.9;12.7;650;35;73;40.9;29.2;1081;181.5;31;36;33;93;48.5;33;21;1007;84.2;47
2026-07-21;04:03:20.526;83;41.023100;28.987500;93;45.4;22.8;786;28;59;56.9;17.8;1691;181.9;33;36;40;93;48.4;40.2;32.5;1937;84.3;25
2026-07-21;04:03:21.129;53;41.024100;28.988500;66;41.8;18;471;40;52;59.8;26.6;1313;182.2;30;40;43;92;48.5;33.5;31.6;1776;84.4;73
2026-07-21;04:03:22.223;22;41.025100;28.989500;72;37.4;13.9;756;30;51;45.9;30.1;1936;182.4;32;36;32;92;48.1;50.1;22.6;2336;84.6;25
2026-07-21;04:03:23.903;83;41.026100;28.990500;78;34.2;5.9;214;26;62;50.8;25;1469;182.7;27;47;47;92;47.8;55.1;24;873;84.8;74
2026-07-21;04:03:26.507;75;41.025100;28.989500;66;47.1;24.4;226;30;61;41.9;13.4;1476;183.0;27;39;30;92;47.8;54.3;23.5;1321;84.9;29
2026-07-21;04:03:28.754;83;41.024100;28.988500;66;36;19.6;388;40;57;59.8;20.6;1261;183.3;35;32;37;91;47.9;43.7;31.9;877;85.1;23
2026-07-21;04:03:28.848;64;41.023100;28.987500;61;34.2;14.4;504;26;68;52;22.3;1096;183.5;26;46;35;91;48.3;39.2;27.8;687;85.2;87
2026-07-21;04:03:28.848;39;41.022100;28.986500;78;46;14;479;27;73;51.1;22.9;947;183.7;33;46;38;90;48.2;48.5;44.3;1981;85.3;88
2026-07-21;04:03:28.848;25;41.021100;28.985500;77;30.5;8.8;604;31;63;51.6;22.7;1320;184.0;31;44;43;90;48.2;39.7;27.9;886;85.5;81
2026-07-21;04:03:29.254;86;41.020100;28.984500;62;46.8;6.4;561;39;52;40.2;8;1383;184.3;42;35;33;90;47.8;52.6;34.7;1118;85.7;28
2026-07-21;04:03:30.524;24;41.019100;28.983500;91;38;23.2;378;38;56;52.7;12.8;1356;184.6;29;35;46;90;47.9;40.4;47.5;1132;85.8;36
2026-07-21;04:03:31.405;79;41.018100;28.982500;68;35.9;20.5;382;25;69;47.9;9.6;1499;184.9;29;47;44;91;48.4;48.4;7.5;2240;85.9;76
2026-07-21;04:04:15.865;61;41.016100;28.980500;87;40.2;5.9;204;41;67;54.9;27;1580;185.6;42;43;39;90;48.1;43.2;38.3;1873;86.2;40
2026-07-21;04:04:15.938;63;41.015100;28.979500;70;48.2;14.3;759;41;58;46.8;36.1;1818;185.8;30;39;37;89;47.9;56.2;31.7;855;86.3;44
2026-07-21;04:04:16.017;29;41.016100;28.980500;92;49.3;12.7;674;42;71;40.3;33.5;1487;186.1;28;44;49;90;47.6;33.6;28.9;1255;86.4;23
2026-07-21;04:04:16.093;46;41.017100;28.981500;60;43.3;22.3;275;25;53;43.6;30.2;678;186.3;29;44;33;90;47.7;50;12.6;2069;86.6;89
2026-07-21;04:04:16.169;24;41.018100;28.982500;69;36.6;23.1;218;35;59;51.8;10.7;1101;186.5;28;41;39;91;47.6;37.7;26.6;1042;86.8;81
2026-07-21;04:04:16.259;22;41.019100;28.983500;97;43.9;22.2;442;28;70;42.2;14.3;1513;186.7;27;30;41;91;48.0;58;48.8;1830;86.8;32
2026-07-21;04:04:16.335;59;41.020100;28.984500;99;45.5;12.3;546;25;69;47.2;17.2;1348;187.1;31;42;42;90;47.9;36;24;1928;87.0;20
2026-07-21;04:04:16.415;66;41.021100;28.985500;82;49.9;5.5;623;29;74;46.4;35.5;1101;187.4;37;39;32;89;48.0;40.4;30.2;1587;87.1;64
2026-07-21;04:04:16.556;50;41.022100;28.986500;81;45.4;11.9;531;35;63;57.6;21.1;1842;187.9;35;45;41;90;47.7;41.1;45.9;2497;87.3;47
2026-07-21;04:04:16.557;55;41.023100;28.987500;74;39.9;8.1;767;25;66;60;36.7;1319;188.3;32;43;45;89;48.1;56;27.3;1130;87.4;74
2026-07-21;04:04:16.623;23;41.024100;28.988500;72;47.8;20.1;573;39;54;46.9;30.6;1589;188.6;44;45;37;88;47.9;59.6;23.2;764;87.6;69
2026-07-21;04:04:16.697;85;41.025100;28.989500;95;40;18.4;596;26;71;48.8;9.1;540;188.9;29;39;31;88;47.8;53.8;6.9;443;87.6;77
2026-07-21;04:04:16.755;77;41.026100;28.990500;67;43.8;17.6;515;28;60;44.7;17.4;1728;189.4;28;30;41;88;47.9;37.5;20.9;1357;87.7;23
2026-07-21;04:04:16.921;37;41.025100;28.989500;84;34.1;7.6;313;37;55;56.9;16.4;505;189.9;32;43;34;89;47.8;48.9;44.6;438;87.8;66
2026-07-21;04:04:16.993;60;41.024100;28.988500;76;43;5.8;350;38;54;53.2;37.2;906;190.3;36;42;32;90;48.1;46.6;5.3;2450;88.0;86
2026-07-21;04:04:17.088;52;41.023100;28.987500;60;47.8;24.5;701;34;74;48.3;24.3;1626;190.7;43;43;41;91;48.0;36.6;7.3;1213;88.1;60
2026-07-21;04:04:17.170;56;41.022100;28.986500;60;35.5;18.2;362;34;64;42.1;15.6;632;191.0;29;30;31;91;48.4;34.6;5.1;1137;88.3;27
2026-07-21;04:04:17.265;66;41.021100;28.985500;87;43.6;19.2;407;39;54;49.3;27.6;1811;191.2;37;45;48;91;47.9;58.7;21.8;1729;88.3;80
2026-07-21;04:04:17.387;23;41.020100;28.984500;80;30.3;14.8;591;40;67;54.4;23.6;1370;191.5;29;46;30;91;47.5;45.4;46.7;1435;88.4;88
2026-07-21;04:04:17.536;81;41.019100;28.983500;80;44.2;8.4;397;39;72;53;30.7;1895;191.9;41;31;48;91;47.7;51.2;15.6;2157;88.6;33
2026-07-21;04:04:17.536;84;41.018100;28.982500;63;32.9;15.6;656;43;71;48.3;24.5;818;192.3;34;46;39;90;47.4;52.7;34.6;734;88.7;89
2026-07-21;04:04:17.654;76;41.017100;28.981500;69;44.8;14.2;619;37;53;42.3;35;1474;192.5;41;33;45;90;47.1;44.1;7.6;587;88.8;76
2026-07-21;04:04:17.771;64;41.016100;28.980500;60;34;11.3;380;29;63;40.2;38.8;685;192.6;25;28;30;90;47.4;43.5;11.2;1072;88.9;86
2026-07-21;04:04:17.843;49;41.015100;28.979500;84;50;8.1;417;29;59;56.3;31.1;1348;193.0;32;29;40;89;47.8;33.4;39.2;765;89.1;56
2026-07-21;04:04:17.948;32;41.016100;28.980500;69;31;5.3;264;25;63;48.9;17.9;740;193.5;34;35;30;89;48.1;41.6;48.6;467;89.3;54
2026-07-21;04:04:18.035;84;41.017100;28.981500;94;36.7;12.8;545;34;68;50.7;25.2;1545;194.0;42;37;39;88;48.5;58.1;29.9;1222;89.4;59
2026-07-21;04:04:18.152;77;41.018100;28.982500;78;32.3;9.2;607;26;73;56.8;5.1;667;194.1;33;35;38;88;48.3;33.3;7;613;89.5;84
2026-07-21;04:04:18.282;81;41.019100;28.983500;79;46.9;6.8;775;40;58;47.6;26.7;1881;194.3;44;33;42;88;48.3;41.6;27.2;1632;89.6;32
2026-07-21;04:04:18.371;82;41.020100;28.984500;85;37.3;20.4;225;25;52;58.2;24.5;1463;194.7;33;41;39;88;48.4;58.4;9;801;89.8;55
2026-07-21;04:04:18.446;40;41.021100;28.985500;93;41.9;23.9;476;39;54;42.5;30.7;1900;195.0;38;42;31;88;48.7;34.3;39.7;2469;89.9;40
2026-07-21;04:04:18.529;42;41.022100;28.986500;77;46.4;17.5;467;39;66;48.3;36.1;1306;195.4;39;41;41;88;48.9;45.1;11;2367;89.9;29
2026-07-21;04:04:18.603;48;41.023100;28.987500;80;48.4;21;524;36;56;53.7;23.9;887;195.7;38;44;46;89;49.1;35.1;39.9;605;90.0;39
2026-07-21;04:04:18.683;20;41.024100;28.988500;65;48.3;17.3;553;27;65;57.3;20.7;1927;196.1;31;35;40;88;49.5;51;32.5;1339;90.2;76
2026-07-21;04:04:18.795;47;41.025100;28.989500;73;44.6;20.1;304;40;52;46.6;24.2;1900;196.4;26;43;30;88;49.3;50.8;43.8;1656;90.4;47
2026-07-21;04:04:18.873;31;41.026100;28.990500;85;42.2;13.8;456;35;65;51.9;20;1785;196.9;35;29;42;89;48.9;40.7;49.6;945;90.4;27
2026-07-21;04:04:18.906;42;41.025100;28.989500;79;37.8;10.7;241;31;68;45;14;960;197.0;41;29;43;89;49.2;54.3;49.7;2303;90.5;86
2026-07-21;04:04:18.981;38;41.024100;28.988500;75;43.6;12;421;29;62;41;11;718;197.4;27;28;37;89;49.1;52.6;33.9;1611;90.7;79
2026-07-21;04:04:19.064;54;41.023100;28.987500;74;36.9;11.2;646;26;64;54.3;25.8;1941;197.5;28;41;30;89;49.2;42.7;8.6;2435;90.7;39
2026-07-21;04:04:19.184;58;41.022100;28.986500;88;39.4;12.7;731;41;59;48.5;7.4;936;197.8;34;43;45;88;49.4;49.7;48.1;1032;90.8;59
2026-07-21;04:04:19.307;54;41.021100;28.985500;92;30.5;8.8;724;25;50;52.6;5.1;844;198.1;29;45;33;89;49.1;45.1;18.8;2404;90.9;72
2026-07-21;04:04:19.384;78;41.020100;28.984500;65;41.4;9;619;39;66;55.2;37.8;1014;198.4;36;31;41;90;48.6;55.5;29.5;1594;91.1;27
2026-07-21;04:04:19.459;28;41.019100;28.983500;82;30.8;20.4;438;31;58;57.5;7.8;545;198.7;28;33;35;89;48.4;39.1;28.8;1625;91.2;71
2026-07-21;04:04:19.459;34;41.018100;28.982500;71;43.6;22.3;486;38;68;43.2;29.2;1464;199.0;44;31;41;89;48.8;54.8;33.4;2445;91.3;69
2026-07-21;04:04:19.459;63;41.017100;28.981500;83;46.4;20.4;282;32;72;43.5;31.1;1520;199.3;42;42;33;89;49.1;53.7;21.3;912;91.4;30
2026-07-21;04:04:19.459;62;41.016100;28.980500;81;47.7;11;529;31;65;49.9;30.2;614;199.6;37;35;33;89;48.9;46.6;35.6;1747;91.6;83
2026-07-21;04:04:19.459;86;41.015100;28.979500;83;42.4;16.1;667;37;67;44.4;27.7;1919;199.8;35;33;37;90;48.8;53.3;19.1;2094;91.8;69
2026-07-21;04:04:19.460;83;41.016100;28.980500;77;36.3;18.1;396;27;73;54.2;24.7;1644;199.9;39;37;31;90;48.6;37.8;34.3;1453;91.8;43
2026-07-21;04:04:20.410;86;41.017100;28.981500;90;34.6;14.2;474;32;61;57.3;33.8;1421;200.1;43;31;40;90;48.3;59.5;28.7;719;91.9;70
